configurationID,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,open_gop,weightp,scenecut,rc_lookahead,mbtree,qpmax,aq-mode,size,usertime,systemtime,elapsedtime,cpu,frames,fps,kbs
41,1,1,1:0:0,0x3:0x3,dia,1,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,None,0,69,0,9408960,3.40, 0.11, 0:00.70, 499, 500 , 797.06 , 3763.58
42,1,5,1:0:0,0x3:0x3,dia,1,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,None,0,69,1,8326436,4.31, 0.13, 0:00.79, 559, 500 , 696.38 , 3330.57
43,1,1,1:0:0,0x3:0x3,dia,1,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,None,1,69,1,7916204,3.21, 0.10, 0:00.79, 415, 500 , 692.05 , 3166.48
44,0,1,1:0:0,0x3:0x3,dia,1,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,None,1,69,1,8633077,2.41, 0.10, 0:00.71, 352, 500 , 787.04 , 3453.23
45,0,1,1:0:0,0x3:0x3,hex,1,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,None,1,69,1,8583783,2.47, 0.10, 0:00.70, 363, 500 , 789.06 , 3433.51
46,0,1,1:0:0,0x3:0x3,hex,1,0,16,1,1,1,0,3,2,1,auto,1,0,1,40,None,1,69,1,8837415,7.24, 0.09, 0:01.19, 614, 500 , 448.27 , 3534.97
47,0,1,1:0:0,0x3:0x3,umh,1,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,None,1,69,1,8523585,3.40, 0.07, 0:00.81, 425, 500 , 678.88 , 3409.43
48,0,1,1:0:0,0x3:0x3,tesa,1,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,None,1,69,1,8546694,7.13, 0.13, 0:01.15, 629, 500 , 465.86 , 3418.68
49,0,1,0:0:0,0x3:0x3,dia,1,0,16,0,1,1,0,16,2,1,auto,1,0,1,40,None,1,69,1,8506908,2.76, 0.11, 0:01.05, 272, 500 , 513.01 , 3402.76
50,1,1,1:0:0,0x3:0x3,dia,1,1,16,0,1,1,0,3,2,1,auto,1,0,1,40,None,0,69,0,9408960,3.27, 0.11, 0:00.67, 499, 500 , 814.84 , 3763.58
5,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,7805757,9.08, 0.13, 0:01.67, 551, 500 , 313.19 , 3122.30
51,1,1,1:0:0,0x3:0x3,dia,1,1,16,0,1,0,0,3,2,1,auto,1,0,1,40,None,0,69,0,9413356,3.40, 0.08, 0:00.71, 490, 500 , 786.52 , 3765.34
52,0,1,0:0:0,0x3:0x3,dia,1,1,16,0,1,0,0,3,2,1,auto,1,0,1,0,None,0,69,0,10182541,2.42, 0.09, 0:00.62, 406, 500 , 920.44 , 4073.02
53,0,1,1:0:0,0x3:0x3,dia,1,1,16,0,1,0,0,3,2,1,auto,1,0,1,40,None,0,69,0,10196346,2.38, 0.09, 0:00.61, 403, 500 , 931.75 , 4078.54
54,1,1,1:0:0,0x3:0x3,tesa,1,1,16,0,1,0,0,3,2,1,auto,1,0,1,40,None,0,69,0,9292734,7.92, 0.08, 0:01.19, 667, 500 , 444.85 , 3717.09
55,1,1,1:0:0,0x3:0x3,dia,1,1,16,0,1,0,0,3,2,2,spatial,1,0,2,40,None,0,69,0,9557660,3.71, 0.11, 0:00.92, 413, 500 , 591.33 , 3823.06
56,1,16,1:0:0,0x3:0x133,dia,1,1,16,0,1,0,0,3,2,2,spatial,1,0,2,40,None,0,69,0,9266541,8.77, 0.18, 0:01.45, 615, 500 , 362.34 , 3706.62
57,1,16,1:0:0,0x3:0x133,dia,1,1,16,0,1,0,0,3,2,2,spatial,1,0,2,40,60,0,69,0,9266541,8.82, 0.21, 0:01.46, 616, 500 , 360.32 , 3706.62
58,0,1,1:0:0,0x3:0x113,hex,2,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,10,1,69,1,8081750,3.61, 0.13, 0:00.90, 415, 500 , 606.63 , 3232.70
59,0,1,1:0:0,0x3:0x113,hex,2,0,16,0,1,1,0,3,2,1,spatial,1,0,1,40,10,1,69,1,8079905,3.50, 0.13, 0:00.90, 402, 500 , 605.03 , 3231.96
60,0,1,1:0:0,0x3:0x113,hex,2,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,10,0,69,1,6701397,3.37, 0.11, 0:00.80, 431, 500 , 681.97 , 2680.56
6,1,3,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,8163157,12.81, 0.14, 0:02.03, 636, 500 , 255.20 , 3265.26
61,0,1,1:0:0,0x3:0x3,hex,2,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,10,1,69,1,8081750,3.73, 0.09, 0:00.91, 417, 500 , 595.99 , 3232.70
62,0,1,1:0:0,0:0,hex,2,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,10,1,69,1,8081750,3.53, 0.14, 0:00.90, 409, 500 , 606.35 , 3232.70
63,1,1,1:0:0,0x3:0x113,hex,2,1,16,0,1,1,0,3,2,1,auto,1,0,1,40,10,1,69,1,7372911,4.35, 0.13, 0:00.99, 452, 500 , 544.89 , 2949.16
64,1,1,1:0:0,0x3:0x113,hex,2,0,16,0,0,1,0,3,2,1,auto,1,0,1,40,10,0,69,1,5698697,3.86, 0.14, 0:00.87, 458, 500 , 623.40 , 2279.48
65,1,1,1:0:0,0x3:0x113,hex,2,0,16,0,0,1,0,3,2,1,spatial,1,0,1,40,40,0,69,1,5698017,3.69, 0.12, 0:00.87, 439, 500 , 629.40 , 2279.21
66,1,1,1:0:0,0x3:0x113,hex,1,0,16,0,0,1,0,3,2,1,spatial,1,0,1,40,40,0,69,1,8114684,3.19, 0.11, 0:00.69, 478, 500 , 808.81 , 3245.87
67,1,1,1:0:0,0x3:0x113,hex,2,0,16,0,0,1,0,3,2,1,auto,1,0,1,40,40,0,69,1,5698697,3.89, 0.09, 0:00.88, 452, 500 , 618.69 , 2279.48
68,1,1,1:0:0,0x3:0x113,hex,2,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,20,1,69,0,9264678,4.57, 0.14, 0:01.03, 454, 500 , 519.65 , 3705.87
69,1,1,0:0:0,0x113:0x113,tesa,2,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,10,1,69,1,7353550,10.41, 0.10, 0:01.74, 603, 500 , 300.12 , 2941.42
70,1,1,0:0:0,0x113:0x113,tesa,2,0,16,2,1,1,0,3,2,1,auto,1,0,1,40,10,1,69,1,7669231,12.47, 0.14, 0:01.95, 645, 500 , 266.42 , 3067.69
7,1,5,1:0:0,0x3:0x113,hex,8,1,16,2,1,1,-2,3,2,1,spatial,1,0,2,40,50,1,69,1,7916113,25.52, 0.13, 0:04.08, 628, 500 , 124.95 , 3166.45
71,1,5,1:0:0,0x3:0x113,dia,2,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,10,1,69,1,7270491,5.43, 0.15, 0:01.11, 503, 500 , 482.73 , 2908.20
72,1,5,1:0:0,0x3:0x113,dia,2,0,16,0,1,1,0,8,2,1,auto,1,0,1,40,10,1,69,1,7126337,5.97, 0.17, 0:01.34, 457, 500 , 394.48 , 2850.53
73,1,5,1:0:0,0x3:0x113,dia,8,0,16,0,1,1,0,8,2,1,auto,1,0,1,40,10,1,69,1,7318631,12.40, 0.17, 0:02.24, 561, 500 , 230.81 , 2927.45
74,1,5,1:0:0,0x3:0x113,dia,8,1,16,0,1,1,0,8,2,1,auto,1,0,2,40,10,0,69,1,5800706,12.34, 0.13, 0:02.06, 605, 500 , 252.13 , 2320.28
75,1,2,1:0:0,0x3:0x113,hex,4,0,16,0,1,1,0,3,2,1,auto,1,0,1,0,20,1,69,1,7185709,5.78, 0.15, 0:01.15, 515, 500 , 465.82 , 2874.28
76,1,2,1:0:0,0x113:0x113,hex,4,0,16,0,1,1,0,3,2,1,auto,1,0,1,0,20,1,69,1,7185709,5.79, 0.11, 0:01.15, 512, 500 , 465.24 , 2874.28
77,0,2,1:0:0,0x3:0x113,hex,4,0,16,0,1,1,-2,3,2,1,auto,1,0,1,0,20,1,69,1,7918957,5.02, 0.14, 0:01.07, 481, 500 , 503.78 , 3167.58
78,1,2,1:0:0,0x3:0x113,hex,4,0,16,0,1,1,0,3,2,1,spatial,1,0,1,40,20,1,69,0,9089585,6.00, 0.14, 0:01.20, 508, 500 , 442.19 , 3635.83
79,1,2,1:0:0,0x3:0x113,hex,4,0,16,0,1,1,0,0,None,None,None,None,None,0,0,None,0,69,1,6479621,4.08, 0.10, 0:00.77, 539, 500 , 715.83 , 2591.85
80,1,2,1:0:0,0x3:0x113,hex,4,0,16,0,1,1,0,8,1,1,auto,1,0,1,40,20,1,69,1,7263934,6.48, 0.20, 0:01.46, 455, 500 , 359.16 , 2905.57
8,1,8,1:0:0,0x3:0x113,umh,9,1,16,2,1,1,-2,3,2,2,spatial,1,0,2,40,60,1,69,1,7875761,57.78, 0.24, 0:07.80, 743, 500 , 64.65 , 3150.30
81,0,2,1:0:0,0x3:0x113,hex,4,0,16,0,1,1,0,8,1,1,auto,1,0,1,40,10,1,69,1,7749087,5.70, 0.14, 0:01.34, 434, 500 , 394.58 , 3099.63
82,0,1,1:0:0,0x3:0x113,hex,4,0,16,1,1,1,0,8,1,1,spatial,1,0,1,40,10,1,69,1,7929481,8.99, 0.17, 0:01.65, 554, 500 , 316.85 , 3171.79
83,0,2,1:0:0,0x3:0x113,hex,4,0,24,0,1,1,0,8,1,1,auto,1,0,1,40,10,1,69,1,7749087,5.71, 0.09, 0:01.33, 434, 500 , 396.74 , 3099.63
84,0,2,1:0:0,0x3:0x113,hex,4,0,24,1,1,1,0,8,1,1,auto,1,0,2,40,10,1,69,1,7865167,9.89, 0.14, 0:01.76, 570, 500 , 297.10 , 3146.07
85,0,2,1:0:0,0:0,hex,4,0,24,0,1,1,0,8,1,1,auto,1,0,1,40,10,1,69,1,7749087,5.69, 0.13, 0:01.34, 432, 500 , 394.27 , 3099.63
86,0,2,0:0:0,0:0,hex,4,0,24,0,1,1,0,8,1,1,auto,1,0,1,40,10,1,69,1,7753402,5.69, 0.10, 0:01.32, 438, 500 , 401.35 , 3101.36
87,0,2,1:0:0,0:0,hex,4,1,24,0,1,1,-2,8,1,1,spatial,None,0,1,40,10,1,69,1,7786910,5.68, 0.14, 0:01.33, 437, 500 , 397.40 , 3114.76
88,1,2,1:0:0,0x3:0x113,hex,4,0,16,0,1,1,0,0,None,None,None,None,None,0,0,None,0,69,0,7283924,3.99, 0.10, 0:00.74, 548, 500 , 738.70 , 2913.57
89,1,2,1:0:0,0x3:0x113,umh,7,1,16,0,1,1,0,0,None,None,None,None,None,0,0,None,0,69,1,6753952,7.65, 0.12, 0:01.28, 604, 500 , 412.34 , 2701.58
90,0,2,1:0:0,0x3:0x113,hex,4,0,16,0,1,0,-2,0,None,None,None,None,None,0,0,None,0,69,1,7205697,3.58, 0.10, 0:00.68, 538, 500 , 823.55 , 2882.28
9,1,16,1:0:0,0x3:0x113,umh,10,1,24,2,1,1,-2,8,2,2,spatial,1,0,2,40,60,1,69,1,7561201,107.62, 0.24, 0:14.45, 746, 500 , 34.79 , 3024.48
91,1,8,1:0:0,0x3:0x113,hex,4,0,16,0,1,1,0,0,None,None,None,None,None,0,0,None,0,69,1,6323933,8.45, 0.14, 0:01.43, 598, 500 , 367.79 , 2529.57
92,0,8,0:0:0,0x3:0x113,hex,4,0,16,0,1,1,0,0,None,None,None,None,None,0,0,None,0,69,0,7878667,7.56, 0.18, 0:01.31, 588, 500 , 404.02 , 3151.47
93,1,2,1:0:0,0x3:0x3,hex,4,0,16,1,1,1,0,3,2,1,auto,1,0,1,40,20,1,69,1,7549627,7.78, 0.18, 0:01.38, 577, 500 , 383.74 , 3019.85
94,1,2,0:0:0,0x3:0x113,hex,4,0,16,0,1,1,0,3,2,1,spatial,1,0,1,40,20,1,69,0,9094318,6.00, 0.13, 0:01.20, 509, 500 , 443.33 , 3637.73
95,0,2,1:0:0,0x3:0x113,hex,11,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,40,0,69,1,6842124,16.10, 0.09, 0:02.25, 718, 500 , 229.97 , 2736.85
96,1,2,1:0:0,0x3:0x113,hex,8,0,16,0,1,1,0,3,2,1,auto,1,0,1,40,20,1,69,1,7531489,12.18, 0.15, 0:01.91, 645, 500 , 273.02 , 3012.60
97,1,2,1:0:0,0x3:0x113,hex,4,1,16,0,1,1,0,3,2,2,auto,1,0,1,40,20,1,69,1,7194130,6.51, 0.19, 0:01.62, 412, 500 , 323.92 , 2877.65
98,1,2,0:0:0,0x3:0x113,hex,4,0,24,0,1,1,0,3,2,1,auto,1,0,1,40,30,1,69,1,7241160,5.75, 0.15, 0:01.19, 495, 500 , 446.89 , 2896.46
99,1,5,1:0:0,0x3:0x113,hex,6,1,16,1,1,0,-2,3,None,1,spatial,1,0,1,40,30,1,69,1,7813350,10.91, 0.14, 0:01.80, 611, 500 , 288.75 , 3125.34
100,0,3,0:0:0,0x113:0x113,hex,6,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,30,0,69,1,6873833,10.65, 0.11, 0:01.60, 671, 500 , 328.25 , 2749.53
10,1,16,1:0:0,0x3:0x133,tesa,11,1,24,2,1,0,-2,16,2,2,spatial,1,0,2,40,60,1,69,1,7619721,234.16, 0.78, 0:31.34, 749, 500 , 16.00 , 3047.89
