configurationID,H264,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,size,usertime,systemtime,elapsedtime
606,true,true,true,true,false,true,true,true,true,20,5,64,1.799,0.055,0.541
607,true,false,true,false,true,true,false,true,true,40,9,56,2.636,0.069,0.802
608,true,true,true,true,false,false,true,true,true,60,1,64,1.119,0.052,0.335
609,true,true,true,true,true,true,true,false,true,20,9,64,2.853,0.065,0.884
61,true,true,true,true,false,true,true,false,false,20,5,64,1.940,0.058,0.605
610,true,true,true,true,false,true,true,true,true,20,9,68,2.771,0.069,0.819
611,true,true,true,false,false,false,true,false,false,60,1,60,1.179,0.050,0.349
612,true,true,true,true,false,false,true,true,true,60,5,64,1.899,0.072,0.584
613,true,true,true,true,true,true,true,false,true,20,5,64,2.232,0.076,0.692
614,true,true,true,false,false,false,false,true,false,40,1,52,1.610,0.072,0.482
615,true,false,true,false,true,false,true,true,false,40,1,64,1.794,0.075,0.579
616,true,true,true,true,true,true,true,false,true,20,1,68,1.672,0.080,0.524
617,true,true,true,false,false,false,false,true,false,40,5,52,1.838,0.071,0.570
618,true,true,true,false,false,false,true,false,false,60,9,60,2.620,0.066,0.795
619,true,false,true,false,true,false,true,true,false,40,5,64,1.746,0.060,0.536
62,true,false,true,false,true,true,false,false,false,40,9,52,2.789,0.067,0.908
620,true,false,true,true,false,true,true,false,false,40,1,64,1.256,0.053,0.382
621,true,true,true,false,false,false,true,false,false,60,5,60,1.707,0.055,0.523
622,true,true,true,false,false,false,false,true,false,40,9,52,2.247,0.062,0.682
623,true,false,true,true,false,false,false,false,true,60,9,56,2.357,0.060,0.734
624,true,true,true,false,false,true,true,false,false,60,5,60,1.956,0.059,0.610
625,true,false,true,true,false,false,false,false,true,60,5,56,1.708,0.065,0.551
626,true,true,true,false,false,true,true,false,false,60,9,60,2.802,0.063,0.880
627,true,true,true,true,false,false,true,true,true,20,5,64,1.596,0.055,0.491
628,true,true,true,true,false,false,true,true,true,20,9,68,2.276,0.061,0.703
629,true,false,true,true,false,true,false,false,true,40,9,56,2.783,0.070,0.913
63,true,true,true,false,true,false,true,true,false,20,5,64,1.625,0.054,0.501
630,true,false,true,true,false,false,true,false,false,20,5,64,1.774,0.059,0.549
631,true,false,true,false,true,true,true,true,false,20,5,64,1.863,0.058,0.556
632,true,true,true,false,false,true,false,true,false,20,9,48,2.588,0.062,0.773
633,true,false,true,false,true,true,true,true,false,20,9,64,2.728,0.065,0.807
634,true,false,true,true,false,false,true,false,false,20,9,64,2.419,0.060,0.741
635,true,false,true,true,false,false,false,false,true,60,1,56,1.113,0.053,0.356
636,true,true,true,false,false,true,false,true,false,20,1,48,1.149,0.055,0.336
637,true,false,true,true,false,false,true,false,false,20,1,64,1.171,0.051,0.355
638,true,false,true,false,true,true,true,true,false,20,1,64,1.177,0.051,0.348
639,true,true,true,false,false,true,false,true,false,20,5,48,1.803,0.059,0.544
64,true,true,true,false,true,false,false,true,true,60,5,56,1.576,0.056,0.490
640,true,true,true,false,false,true,true,false,false,60,1,60,1.173,0.051,0.345
641,true,false,true,false,true,true,false,true,true,60,9,56,2.665,0.062,0.824
642,true,false,true,false,true,true,false,true,true,60,5,56,1.800,0.057,0.568
643,true,true,true,true,false,true,true,true,true,40,1,64,1.206,0.054,0.359
644,true,true,true,true,false,true,true,true,true,40,5,64,1.917,0.062,0.576
645,true,true,true,true,false,true,true,true,true,40,9,68,2.753,0.063,0.809
646,true,false,true,true,false,true,false,false,true,60,9,56,2.749,0.066,0.916
647,true,true,true,false,false,false,true,false,false,40,1,60,1.148,0.051,0.339
648,true,false,true,false,true,false,false,true,true,60,9,56,2.280,0.065,0.705
649,true,false,true,true,false,true,false,false,true,60,5,56,1.860,0.059,0.626
65,true,true,true,true,false,true,false,false,true,60,1,56,1.097,0.053,0.343
650,true,false,true,false,true,false,false,true,true,60,5,56,1.577,0.057,0.492
651,true,true,true,true,false,false,true,true,true,40,1,64,1.146,0.051,0.343
652,true,false,true,true,false,true,false,false,true,60,1,56,1.120,0.055,0.357
653,true,true,true,false,false,false,true,false,false,40,9,60,2.415,0.060,0.731
654,true,true,true,false,false,false,false,true,false,20,1,48,1.170,0.050,0.341
655,true,false,true,false,true,false,false,true,true,60,1,56,1.159,0.057,0.360
656,true,false,true,true,false,true,true,false,false,20,1,64,1.203,0.052,0.365
657,true,true,true,false,false,false,false,true,false,20,5,48,1.587,0.058,0.483
658,true,true,true,false,false,false,true,false,false,40,5,60,1.702,0.054,0.520
659,true,false,true,false,true,false,true,true,false,20,1,64,1.219,0.055,0.363
66,true,true,true,true,false,true,true,false,false,20,9,64,2.829,0.065,0.891
660,true,true,true,true,true,true,false,true,false,40,1,56,1.099,0.052,0.336
661,true,false,true,true,false,true,true,false,false,60,9,64,2.876,0.068,0.918
662,true,false,true,false,true,false,true,true,false,60,9,64,2.283,0.060,0.701
663,true,false,true,true,false,false,false,false,true,40,9,56,2.276,0.059,0.705
664,true,false,true,true,true,false,false,false,false,20,9,52,2.314,0.062,0.710
665,true,false,true,true,false,false,false,false,true,40,5,56,1.619,0.057,0.513
666,true,true,true,true,true,true,false,true,false,40,9,56,2.539,0.060,0.770
667,true,false,true,true,true,false,false,false,false,20,5,52,1.619,0.056,0.500
668,true,false,true,false,true,true,true,false,true,40,9,64,2.798,0.062,0.869
669,true,false,true,true,true,false,false,false,false,20,1,52,1.119,0.051,0.331
67,true,false,true,false,true,false,false,false,false,40,5,52,1.660,0.058,0.523
670,true,true,true,true,true,true,false,true,false,40,5,56,1.759,0.058,0.551
671,true,false,true,false,true,true,true,false,true,40,5,64,1.907,0.057,0.591
672,true,true,true,false,false,true,false,false,true,40,9,52,2.735,0.065,0.890
673,true,false,true,false,true,true,true,false,true,40,1,64,1.168,0.051,0.340
674,true,true,true,true,true,false,true,false,true,60,1,68,1.155,0.054,0.347
675,true,true,true,false,false,true,false,false,true,40,5,52,1.831,0.058,0.596
676,true,true,true,false,false,true,false,false,true,40,1,52,1.215,0.059,0.365
677,true,false,true,true,false,false,false,false,true,40,1,56,1.105,0.052,0.338
678,true,true,true,true,true,false,true,false,true,60,9,64,2.449,0.062,0.745
679,true,true,true,true,true,false,false,true,true,20,9,52,2.112,0.056,0.644
68,true,true,true,false,true,false,true,true,false,20,9,64,2.271,0.060,0.703
680,true,true,true,true,true,false,true,false,true,60,5,64,1.702,0.057,0.524
681,true,true,true,true,true,true,true,false,false,60,9,64,2.774,0.059,0.864
682,true,true,true,true,true,false,false,true,true,40,5,56,1.516,0.055,0.471
683,true,true,true,true,true,true,true,false,false,60,5,64,1.909,0.059,0.596
684,true,true,true,true,true,false,false,true,true,40,1,56,1.083,0.052,0.329
685,true,true,true,true,false,true,true,true,true,60,1,64,1.170,0.051,0.350
686,true,true,true,false,true,true,false,false,false,40,1,52,1.163,0.054,0.351
687,true,true,true,true,true,true,true,false,false,60,1,64,1.133,0.050,0.339
688,true,true,true,true,false,true,true,true,true,60,5,64,1.854,0.058,0.562
689,true,true,true,true,false,true,true,true,true,60,9,68,2.679,0.060,0.787
69,true,true,true,false,false,false,true,true,true,60,9,64,2.223,0.058,0.677
690,true,true,true,false,true,true,false,false,false,40,9,52,2.707,0.064,0.876
691,true,true,true,false,true,true,false,false,false,40,5,52,1.897,0.064,0.615
692,true,true,true,true,false,false,true,true,true,20,1,64,1.140,0.050,0.341
693,true,false,true,true,false,true,false,true,false,20,9,52,2.649,0.065,0.802
694,true,false,true,true,false,true,false,true,false,20,5,52,1.773,0.056,0.545
695,true,false,true,true,false,true,false,true,false,20,1,52,1.126,0.052,0.335
696,true,false,true,true,false,false,false,false,true,20,5,52,1.571,0.054,0.486
697,true,false,true,false,true,false,true,true,false,40,9,64,2.273,0.059,0.701
698,true,true,true,true,true,true,false,true,false,60,1,56,1.102,0.051,0.344
699,true,true,true,false,false,true,true,false,false,20,1,60,1.162,0.051,0.342
7,true,true,true,false,true,false,false,true,true,40,9,52,2.172,0.061,0.666
70,true,false,true,false,true,false,false,false,false,40,1,52,1.126,0.053,0.343
700,true,false,true,true,false,true,true,false,false,40,5,68,1.976,0.056,0.621
701,true,false,true,true,false,false,false,false,true,20,1,52,1.262,0.055,0.374
702,true,true,true,true,true,false,true,false,true,40,9,64,2.392,0.060,0.728
703,true,true,true,false,false,true,true,false,false,20,5,60,1.896,0.055,0.587
704,true,false,true,true,false,true,true,false,false,40,9,64,2.834,0.062,0.897
705,true,false,true,false,true,true,true,false,true,60,9,64,2.789,0.062,0.869
706,true,true,true,false,false,true,true,false,false,20,9,60,2.882,0.069,0.897
707,true,true,true,true,true,true,false,true,false,60,9,56,2.689,0.066,0.825
708,true,false,true,false,true,true,true,false,true,60,5,64,1.953,0.058,0.608
709,true,false,true,true,false,false,false,false,true,20,9,52,2.284,0.060,0.695
71,true,false,true,false,false,true,true,false,false,40,1,64,1.275,0.056,0.380
710,true,true,true,false,false,true,false,false,true,60,9,56,2.730,0.061,0.895
711,true,true,true,true,true,true,false,true,false,60,5,56,1.735,0.056,0.550
712,true,false,true,false,true,true,true,false,true,60,1,64,1.177,0.051,0.343
713,true,true,true,false,false,true,false,false,true,60,5,56,1.840,0.059,0.609
714,true,true,true,false,false,true,false,false,true,60,1,52,1.158,0.053,0.355
715,true,true,true,true,true,false,true,false,true,40,5,64,1.698,0.057,0.523
716,true,true,true,true,true,false,true,false,true,40,1,68,1.135,0.051,0.339
717,true,true,true,true,true,false,false,true,true,20,5,52,1.528,0.056,0.466
718,true,false,true,false,true,true,false,true,true,20,5,48,1.768,0.056,0.534
719,true,false,true,true,false,true,false,true,false,40,1,56,1.142,0.053,0.350
72,true,false,true,true,true,false,true,false,true,60,9,68,2.423,0.059,0.744
720,true,true,true,true,true,false,false,true,true,20,1,52,1.066,0.051,0.314
721,true,false,true,false,true,true,false,true,true,20,1,48,1.105,0.052,0.321
722,true,true,true,false,true,true,false,false,false,20,1,48,1.116,0.052,0.328
723,true,false,true,false,true,true,false,true,true,20,9,52,2.661,0.065,0.797
724,true,true,true,false,true,true,false,false,false,20,9,48,2.730,0.061,0.861
725,true,true,true,false,false,false,false,true,false,60,1,52,1.137,0.055,0.356
726,true,true,true,false,true,true,false,false,false,20,5,48,1.831,0.056,0.578
727,true,false,true,true,false,true,true,false,false,60,1,64,1.205,0.053,0.366
728,true,true,true,false,false,false,false,true,false,60,5,56,1.573,0.055,0.492
729,true,false,true,true,false,true,false,true,false,40,9,56,2.591,0.061,0.796
73,true,true,true,false,true,true,true,false,true,20,9,64,2.796,0.061,0.860
730,true,false,true,false,true,false,true,true,false,60,1,64,1.203,0.051,0.359
731,true,false,true,true,false,true,true,false,false,60,5,68,1.973,0.058,0.619
732,true,true,true,false,false,false,false,true,false,60,9,56,2.218,0.059,0.681
733,true,false,true,true,false,true,false,true,false,40,5,56,1.760,0.057,0.559
734,true,false,true,false,true,false,true,true,false,60,5,64,1.644,0.056,0.506
735,true,false,true,false,false,false,true,true,true,40,1,64,1.163,0.052,0.346
736,true,true,true,false,false,false,false,false,true,20,1,48,1.099,0.051,0.322
737,true,false,true,false,false,false,true,true,true,40,5,64,1.611,0.056,0.500
738,true,true,true,false,false,false,false,false,true,20,5,48,1.606,0.055,0.488
739,true,false,true,true,true,false,false,false,false,60,9,56,2.433,0.066,0.759
74,true,false,true,false,false,true,true,false,false,40,5,64,2.005,0.061,0.624
740,true,true,true,false,false,false,false,false,true,20,9,48,2.327,0.063,0.704
741,true,false,true,true,true,false,false,false,false,60,5,56,1.699,0.058,0.546
742,true,false,true,true,true,false,false,false,false,60,1,56,1.175,0.055,0.371
743,true,true,true,true,true,false,true,false,false,40,5,64,1.702,0.055,0.526
744,true,true,true,true,true,false,true,true,false,20,1,64,1.148,0.050,0.347
745,true,true,true,true,true,false,true,false,false,40,9,64,2.393,0.058,0.734
746,true,true,true,true,true,false,true,true,false,20,5,64,1.646,0.056,0.511
747,true,false,true,false,false,true,true,true,true,20,1,64,1.207,0.051,0.356
748,true,false,true,false,false,true,true,true,true,20,5,64,1.874,0.057,0.557
749,true,true,true,true,true,false,true,true,false,20,9,64,2.397,0.067,0.732
75,true,false,true,false,false,true,false,true,false,20,9,48,2.599,0.060,0.774
750,true,false,true,false,false,true,true,true,true,20,9,64,2.665,0.062,0.786
751,true,true,true,false,false,false,true,false,true,20,5,60,1.784,0.063,0.542
752,true,true,true,false,false,false,true,false,true,20,9,60,2.367,0.057,0.720
753,true,true,true,true,true,false,true,false,false,60,1,64,1.172,0.051,0.355
754,true,true,true,false,false,false,true,false,true,20,1,64,1.241,0.056,0.373
755,true,true,true,true,true,false,true,false,false,60,5,64,1.780,0.058,0.544
756,true,true,true,true,true,false,true,true,false,40,1,64,1.172,0.052,0.356
757,true,false,true,false,false,false,true,true,true,20,9,64,2.286,0.060,0.706
758,true,false,true,false,false,false,true,true,true,60,5,64,1.650,0.055,0.505
759,true,false,true,false,true,true,true,false,true,20,9,64,2.801,0.060,0.869
76,true,true,true,false,false,false,true,true,true,60,1,64,1.166,0.053,0.345
760,true,false,true,true,true,false,false,false,false,40,9,56,2.294,0.058,0.715
761,true,false,true,false,false,false,true,true,true,60,9,64,2.265,0.061,0.704
762,true,false,true,false,true,true,true,false,true,20,5,64,1.921,0.057,0.595
763,true,false,true,true,true,false,false,false,false,40,5,56,1.623,0.055,0.515
764,true,false,true,false,true,true,true,false,true,20,1,64,1.194,0.053,0.351
765,true,false,true,true,true,false,false,false,false,40,1,56,1.113,0.052,0.344
766,true,false,true,false,false,false,true,true,true,60,1,64,1.165,0.051,0.347
767,true,false,true,false,false,true,true,true,true,40,1,64,1.191,0.052,0.351
768,true,true,true,true,true,false,true,false,false,20,5,64,1.698,0.054,0.520
769,true,false,true,false,false,true,true,true,true,40,5,64,1.849,0.058,0.555
77,true,false,true,false,false,true,true,false,false,40,9,64,2.917,0.067,0.911
770,true,true,true,true,true,false,true,false,false,20,9,64,2.468,0.066,0.759
771,true,false,true,false,false,true,true,true,true,40,9,64,2.649,0.059,0.782
772,true,false,true,false,false,false,false,false,false,20,1,48,1.131,0.053,0.335
773,true,true,true,true,true,false,false,true,true,40,9,56,2.149,0.060,0.657
774,true,true,true,true,true,false,false,true,true,60,9,56,2.173,0.058,0.667
775,true,false,true,false,false,false,false,false,false,20,5,48,1.638,0.056,0.500
776,true,true,true,true,true,false,false,true,true,60,5,56,1.538,0.055,0.482
777,true,false,true,false,false,false,false,false,false,20,9,48,2.349,0.062,0.713
778,true,true,true,true,true,false,false,true,true,60,1,56,1.089,0.055,0.343
779,true,true,true,true,true,false,false,true,false,20,9,52,2.159,0.062,0.670
78,true,true,true,false,true,true,true,false,true,20,5,64,1.955,0.059,0.596
780,true,true,true,true,true,false,false,true,false,20,5,52,1.535,0.055,0.472
781,true,true,true,true,true,false,true,false,false,40,1,64,1.183,0.053,0.358
782,true,true,true,true,true,false,false,true,false,20,1,52,1.092,0.051,0.323
783,true,false,true,false,false,false,true,true,true,40,9,64,2.294,0.061,0.700
784,true,true,true,false,false,false,false,true,true,40,1,52,1.097,0.052,0.333
785,true,true,true,false,false,false,false,false,true,60,5,52,1.660,0.055,0.528
786,true,true,true,false,false,false,false,false,true,60,9,52,2.369,0.060,0.735
787,true,true,true,false,false,false,false,true,true,40,5,52,1.569,0.058,0.485
788,true,true,true,false,false,false,false,true,true,40,9,52,2.144,0.058,0.652
789,true,false,true,true,false,true,true,false,true,40,5,68,1.946,0.058,0.609
79,true,true,true,false,false,false,true,true,true,60,5,64,1.610,0.056,0.495
790,true,false,true,true,false,true,false,false,true,20,9,52,2.744,0.060,0.877
791,true,false,true,true,false,true,true,false,true,40,1,68,1.180,0.052,0.355
792,true,false,true,false,false,true,true,true,true,60,1,64,1.181,0.053,0.351
793,true,true,true,false,false,true,false,true,false,40,9,52,2.719,0.069,0.825
794,true,true,true,true,true,false,true,true,false,60,5,64,1.683,0.058,0.524
795,true,false,true,true,false,true,true,false,true,40,9,68,3.023,0.072,0.945
796,true,false,true,false,false,true,true,true,true,60,5,64,1.879,0.056,0.561
797,true,true,true,true,true,false,true,true,false,60,9,64,2.265,0.061,0.701
798,true,false,true,false,false,true,true,true,true,60,9,64,2.697,0.064,0.801
799,true,true,true,false,false,true,false,true,false,40,1,52,1.126,0.052,0.337
8,true,false,true,true,true,true,true,false,true,40,5,68,1.961,0.057,0.616
80,true,true,true,false,true,true,true,false,true,20,1,64,1.154,0.051,0.338
800,true,true,true,false,false,true,false,false,false,60,5,52,1.887,0.063,0.627
801,true,true,true,false,false,true,false,false,false,60,9,52,2.730,0.061,0.906
802,true,true,true,false,false,true,false,true,false,40,5,52,1.757,0.059,0.545
803,true,false,true,true,true,false,true,true,true,60,9,68,2.259,0.060,0.693
804,true,true,true,false,false,false,true,false,true,60,9,60,2.393,0.066,0.731
805,true,false,true,true,true,false,true,true,true,60,5,68,1.593,0.053,0.490
806,true,true,true,false,false,true,false,true,false,60,1,52,1.158,0.053,0.362
807,true,true,true,false,false,false,true,false,false,20,9,60,2.356,0.057,0.717
808,true,true,true,false,false,false,true,false,true,60,1,64,1.157,0.052,0.342
809,true,true,true,true,true,false,false,true,false,40,9,56,2.148,0.058,0.663
81,true,true,true,false,false,true,true,true,true,60,5,64,1.837,0.057,0.547
810,true,true,true,false,false,false,true,false,true,60,5,60,1.675,0.054,0.509
811,true,true,true,true,true,false,false,true,false,40,5,56,1.531,0.056,0.477
812,true,true,true,true,true,false,false,true,false,40,1,56,1.104,0.052,0.339
813,true,false,true,true,false,true,false,false,true,40,5,56,1.861,0.061,0.616
814,true,false,true,true,false,true,false,true,true,20,1,52,1.126,0.051,0.333
815,true,false,true,true,false,true,false,false,true,40,1,56,1.168,0.055,0.359
816,true,false,true,true,true,false,true,true,true,60,1,68,1.165,0.051,0.352
817,true,true,true,false,false,false,true,false,false,20,5,60,1.797,0.061,0.545
818,true,true,true,false,false,false,false,false,true,60,1,52,1.108,0.053,0.341
819,true,true,true,false,false,false,true,false,false,20,1,60,1.149,0.051,0.340
82,true,true,true,true,false,false,true,false,false,20,9,64,2.411,0.060,0.742
820,true,false,true,false,false,false,true,true,true,20,1,64,1.173,0.052,0.349
821,true,true,true,false,false,false,false,false,true,40,1,52,1.103,0.052,0.333
822,true,true,true,false,false,false,false,true,true,20,1,48,1.108,0.050,0.323
823,true,false,true,false,false,false,true,true,true,20,5,64,1.619,0.057,0.498
824,true,true,true,false,false,false,false,false,true,40,5,52,1.628,0.056,0.512
825,true,true,true,false,false,false,false,true,true,20,5,48,1.574,0.058,0.481
826,true,true,true,false,false,false,false,false,true,40,9,52,2.286,0.060,0.699
827,true,false,true,true,false,true,true,false,true,20,5,68,1.924,0.057,0.609
828,true,true,true,false,false,false,false,true,true,20,9,48,2.176,0.066,0.664
829,true,false,true,true,false,true,true,false,true,20,1,68,1.180,0.050,0.351
83,true,false,true,false,false,true,false,true,false,20,1,48,1.153,0.053,0.343
830,true,true,true,true,true,false,true,false,false,60,9,64,2.384,0.059,0.728
831,true,true,true,true,true,false,true,true,false,40,5,64,1.636,0.057,0.505
832,true,true,true,true,true,false,true,true,false,40,9,64,2.310,0.061,0.712
833,true,false,true,true,false,true,true,false,true,20,9,68,2.827,0.061,0.895
834,true,true,true,false,false,true,false,true,false,60,5,56,1.810,0.061,0.566
835,true,true,true,false,false,true,false,true,false,60,9,56,2.586,0.063,0.793
836,true,true,true,false,false,false,true,false,true,40,9,60,2.386,0.060,0.722
837,true,false,true,false,false,true,true,true,false,60,1,64,1.201,0.052,0.356
838,true,false,true,false,false,true,true,true,false,60,5,64,1.855,0.056,0.557
839,true,true,true,false,false,false,true,false,true,40,1,64,1.143,0.051,0.340
84,true,true,true,true,false,false,false,false,true,60,1,56,1.118,0.053,0.350
840,true,false,true,false,false,true,true,true,false,60,9,64,2.711,0.063,0.799
841,true,true,true,true,true,false,false,true,false,60,9,56,2.225,0.060,0.685
842,true,true,true,false,false,false,true,false,true,40,5,60,1.683,0.054,0.508
843,true,true,true,true,true,false,true,true,false,60,1,64,1.293,0.056,0.392
844,true,false,true,true,false,true,false,false,true,20,5,52,1.894,0.059,0.614
845,true,true,true,true,true,false,false,true,false,60,5,56,1.608,0.058,0.517
846,true,false,true,true,false,true,false,false,true,20,1,52,1.146,0.055,0.344
847,true,true,true,true,true,false,false,true,false,60,1,56,1.149,0.053,0.359
848,true,false,true,true,true,false,false,false,true,40,5,56,1.619,0.055,0.509
849,true,false,true,false,false,false,true,true,false,60,9,64,2.289,0.063,0.711
85,true,true,true,false,false,true,true,true,true,60,9,64,2.713,0.065,0.799
850,true,false,true,true,true,false,false,false,true,40,9,56,2.261,0.058,0.696
851,true,true,true,false,true,true,false,false,true,40,9,52,2.707,0.061,0.871
852,true,true,true,false,false,true,false,true,true,60,9,56,2.568,0.061,0.785
853,true,false,true,false,true,true,true,true,true,60,9,64,2.687,0.065,0.792
854,true,false,true,true,false,true,false,true,true,40,9,56,2.647,0.064,0.811
855,true,false,true,false,true,true,true,true,true,60,5,64,1.823,0.055,0.542
856,true,false,true,true,true,true,true,true,true,20,5,68,1.829,0.054,0.554
857,true,true,true,false,false,true,false,true,true,60,1,52,1.118,0.053,0.343
858,true,false,true,false,true,true,true,false,false,20,5,64,1.918,0.056,0.593
859,true,false,true,true,false,false,true,true,false,20,5,68,1.649,0.056,0.511
86,true,false,true,false,false,true,false,true,false,20,5,48,1.783,0.056,0.545
860,true,true,true,false,false,true,false,false,false,20,9,48,2.750,0.065,0.887
861,true,false,true,false,true,true,true,true,true,60,1,64,1.206,0.052,0.352
862,true,false,true,true,true,true,true,true,true,20,1,68,1.206,0.052,0.359
863,true,true,true,false,false,true,false,true,true,60,5,56,1.744,0.056,0.549
864,true,false,true,false,true,true,true,false,false,20,9,64,2.864,0.068,0.906
865,true,false,true,true,false,false,true,true,false,20,9,68,2.263,0.060,0.703
866,true,true,true,false,true,false,true,false,false,20,1,64,1.151,0.050,0.345
867,true,false,true,false,false,false,true,true,false,60,5,64,1.640,0.055,0.505
868,true,true,true,false,true,false,true,false,false,20,5,60,1.706,0.054,0.531
869,true,true,true,false,false,true,false,false,false,20,1,48,1.135,0.053,0.334
87,true,false,true,true,true,false,false,true,true,40,9,56,2.155,0.058,0.670
870,true,false,true,false,false,false,true,true,false,60,1,64,1.183,0.051,0.352
871,true,false,true,false,true,true,true,false,false,20,1,64,1.183,0.051,0.348
872,true,false,true,true,false,false,true,true,false,20,1,64,1.191,0.052,0.364
873,true,true,true,false,false,true,false,false,false,20,5,48,1.845,0.055,0.586
874,true,true,true,false,true,false,true,false,false,20,9,60,2.424,0.060,0.743
875,true,true,true,false,true,false,true,true,true,40,1,64,1.144,0.051,0.344
876,true,true,true,true,false,true,true,false,true,40,1,64,1.157,0.051,0.349
877,true,true,true,true,false,false,false,true,true,20,9,52,2.095,0.059,0.644
878,true,true,true,false,true,false,true,true,true,40,5,64,1.615,0.056,0.497
879,true,true,true,true,false,false,false,true,true,20,5,52,1.539,0.054,0.471
88,true,true,true,true,false,false,true,false,false,20,1,64,1.178,0.052,0.355
880,true,true,true,false,false,true,false,false,false,40,1,52,1.122,0.052,0.339
881,true,false,true,false,false,true,true,true,false,40,1,64,1.202,0.052,0.358
882,true,true,true,false,true,false,true,true,true,40,9,64,2.292,0.065,0.707
883,true,true,true,true,false,true,true,false,true,40,9,64,2.799,0.063,0.879
884,true,false,true,false,false,true,true,true,false,40,5,64,1.849,0.057,0.556
885,true,false,true,true,true,true,true,true,true,20,9,68,2.698,0.063,0.804
886,true,true,true,true,false,true,true,false,true,40,5,64,1.959,0.058,0.612
887,true,false,true,false,false,true,true,true,false,40,9,64,2.790,0.065,0.826
888,true,false,true,true,false,true,false,true,true,60,5,60,1.827,0.061,0.590
889,true,true,true,false,false,false,false,false,false,60,1,52,1.149,0.053,0.360
89,true,false,true,true,true,false,true,false,true,60,5,68,1.720,0.056,0.532
890,true,false,true,true,false,true,false,true,true,60,1,56,1.267,0.056,0.391
891,true,true,true,false,false,false,false,false,false,60,5,52,1.688,0.057,0.539
892,true,true,true,true,false,false,false,true,true,20,1,48,1.083,0.051,0.321
893,true,true,true,false,false,false,false,false,false,60,9,52,2.407,0.063,0.760
894,true,true,true,false,true,true,false,false,true,40,5,52,1.837,0.057,0.592
895,true,false,true,true,true,false,false,false,true,40,1,56,1.148,0.055,0.354
896,true,true,true,false,true,true,false,false,true,40,1,52,1.111,0.052,0.334
897,true,false,true,true,true,false,false,false,true,60,9,56,2.338,0.061,0.729
898,true,true,true,false,false,false,false,true,true,60,1,52,1.170,0.055,0.360
899,true,true,true,false,true,true,false,false,true,20,9,48,2.718,0.063,0.849
9,true,false,true,true,false,true,true,true,true,60,9,68,2.681,0.063,0.794
90,true,true,true,true,false,false,false,false,true,60,9,56,2.376,0.064,0.739
900,true,true,true,false,false,false,false,true,true,60,5,56,1.559,0.057,0.487
901,true,false,true,true,false,true,false,true,true,20,9,52,2.625,0.063,0.790
902,true,true,true,false,false,false,false,true,true,60,9,56,2.196,0.060,0.673
903,true,true,true,true,false,false,false,false,false,20,1,48,1.101,0.051,0.328
904,true,false,true,true,false,true,false,true,true,20,5,52,1.778,0.057,0.545
905,true,false,true,false,true,true,true,false,false,40,9,64,2.790,0.061,0.875
906,true,false,true,false,false,true,true,true,false,20,9,64,2.654,0.059,0.785
907,true,false,true,true,true,true,true,true,true,40,5,68,1.840,0.056,0.555
908,true,true,true,false,true,false,true,false,false,40,1,64,1.174,0.052,0.353
909,true,false,true,true,true,true,true,true,true,40,1,68,1.220,0.053,0.365
91,true,false,true,false,true,false,false,false,false,40,9,52,2.314,0.059,0.712
910,true,false,true,false,true,true,true,false,false,40,1,64,1.191,0.051,0.353
911,true,true,true,false,true,false,true,false,false,40,5,60,1.762,0.060,0.543
912,true,true,true,false,false,true,false,false,false,40,5,52,1.859,0.059,0.606
913,true,false,true,false,true,true,true,false,false,40,5,64,1.958,0.061,0.606
914,true,true,true,false,false,true,false,false,false,40,9,52,2.737,0.064,0.891
915,true,true,true,false,true,false,true,false,false,40,9,60,2.438,0.061,0.750
916,true,false,true,false,true,false,false,true,false,20,1,48,1.169,0.053,0.346
917,true,true,true,true,false,true,true,false,true,60,5,64,1.890,0.055,0.588
918,true,true,true,false,true,false,true,true,true,60,1,64,1.191,0.054,0.358
919,true,false,true,true,false,true,false,false,false,20,1,52,1.124,0.051,0.335
92,true,false,true,true,true,false,false,true,true,40,5,56,1.529,0.055,0.472
920,true,true,true,false,true,false,true,true,true,60,5,64,1.605,0.055,0.496
921,true,true,true,true,false,true,true,false,true,60,1,64,1.148,0.051,0.341
922,true,true,true,true,false,false,false,true,true,40,9,56,2.131,0.060,0.656
923,true,true,true,false,false,true,false,false,false,60,1,52,1.135,0.054,0.351
924,true,false,true,false,false,true,true,true,false,20,1,64,1.192,0.052,0.355
925,true,true,true,false,true,false,true,true,true,60,9,64,2.298,0.061,0.708
926,true,false,true,false,false,true,true,true,false,20,5,64,1.834,0.055,0.549
927,true,true,true,true,false,true,true,false,true,60,9,64,2.805,0.062,0.882
928,true,false,true,true,true,true,true,true,true,40,9,68,2.757,0.066,0.812
929,true,false,true,true,false,true,false,true,true,40,5,56,1.801,0.058,0.572
93,true,true,true,true,false,false,true,false,false,20,5,64,1.745,0.055,0.536
930,true,true,true,true,false,false,false,false,false,20,5,48,1.643,0.059,0.511
931,true,false,true,true,false,true,false,true,true,40,1,56,1.119,0.052,0.343
932,true,true,true,false,false,false,false,false,false,40,1,52,1.140,0.052,0.344
933,true,true,true,true,false,false,false,false,false,20,9,48,2.301,0.060,0.706
934,true,false,true,false,true,false,false,true,false,20,9,48,2.210,0.065,0.677
