configurationID,aud,constrained-intra,intra-refresh,no-asm,slow-firstpass,weightb,aq-strength,ipratio,pbratio,psy-rd,qblur,qcomp,vbv-init,aq-mode,b-adapt,bframes,crf,keyint,lookahead-threads,min-keyint,qp,qpstep,qpmin,qpmax,rc-lookahead,ref,vbv-bufsize,deblock,me,overscan,preset,scenecut,tune,size,user,system,elapsedtime,cpu,fps,kbs
334,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.4,1.1,4.6,0.5,0.6,0.7,2,2,14,20,220,3,20,40,3,2,62,48,4,1000,-1:-1,dia,crop,faster,30,ssim,231189,55.13,0.62,0:15.75,353,13.36,135.08
335,--aud,None,None,--no-asm,None,--no-weightb,1.5,1.3,1.0,1.2,0.4,0.9,0.2,2,0,2,35,200,2,29,0,3,3,65,28,4,1000,1:1,hex,show,fast,30,ssim,8678961,40.66,0.16,0:06.91,590,30.84,5121.63
336,--aud,--constrained-intra,None,None,None,--no-weightb,0.5,1.0,1.3,0.4,0.3,0.7,0.8,1,2,14,35,270,1,30,40,3,0,61,28,2,2000,-2:-2,hex,show,fast,30,ssim,198579,9.84,0.14,0:06.09,163,34.91,115.83
337,--aud,--constrained-intra,None,None,None,--no-weightb,1.5,1.5,1.3,1.8,0.5,0.6,0.8,1,1,4,30,240,2,26,0,5,1,66,28,3,1000,-1:-1,hex,show,slower,40,grain,9306605,11.25,0.16,0:01.95,584,115.73,5492.09
338,None,--constrained-intra,None,None,None,--weightb,2.0,1.0,1.0,1.6,0.5,0.6,0.1,0,2,12,40,220,2,26,20,3,3,63,38,4,1000,1:1,dia,show,superfast,0,animation,2505890,5.28,0.34,0:02.16,259,101.71,1477.59
339,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,2.0,1.3,1.4,1.6,0.4,0.7,0.1,1,1,10,50,290,0,24,20,4,3,67,48,2,1000,-1:-1,dia,show,slow,30,ssim,2877106,90.54,0.26,0:12.26,740,17.20,1697.12
340,--aud,None,None,None,--slow-firstpass,--no-weightb,1.0,1.3,1.2,2.6,0.4,0.7,0.0,1,2,8,20,200,1,27,40,5,0,60,18,1,1000,-2:-2,dia,crop,faster,10,grain,263619,7.02,0.12,0:03.39,210,63.64,153.88
35,None,None,None,None,--slow-firstpass,--weightb,0.0,1.0,1.0,1.8,0.2,0.7,0.4,1,0,0,35,250,2,28,40,5,2,69,18,6,1000,-1:-1,umh,crop,ultrafast,30,psnr,356720,2.31,0.13,0:00.51,476,508.14,209.52
341,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,3.0,1.4,1.1,0.2,0.3,0.8,0.0,2,1,8,5,290,3,24,30,4,4,62,38,1,2000,-1:-1,hex,show,slow,10,psnr,1350013,49.12,0.23,0:06.85,719,31.04,795.03
342,None,None,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.1,1.0,0.4,0.4,0.9,0.7,0,2,12,50,300,1,25,20,4,4,61,28,3,1000,1:1,hex,show,veryfast,10,psnr,2580013,57.79,0.12,0:25.04,231,8.38,1521.30
343,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,2.5,1.3,1.1,4.8,0.5,0.9,0.9,1,0,4,50,260,4,22,50,3,3,65,48,3,1000,-1:-1,umh,crop,slow,10,psnr,32886,26.24,0.17,0:03.88,680,55.46,17.60
344,--aud,None,None,None,None,--weightb,2.0,1.2,1.3,3.4,0.2,0.7,0.1,3,0,6,35,300,3,25,50,4,2,68,38,1,1000,-1:-1,dia,show,superfast,30,ssim,18695,1.01,0.11,0:00.33,339,828.17,9.32
345,None,None,None,--no-asm,None,--no-weightb,2.5,1.4,1.2,2.2,0.2,0.7,0.1,2,0,10,50,250,0,26,0,4,3,65,38,2,2000,-2:-2,umh,show,placebo,40,animation,8598146,57.20,0.10,0:11.52,497,18.34,5073.93
346,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,2.5,1.5,1.0,1.0,0.5,0.8,0.9,0,1,0,50,250,4,26,20,3,2,67,38,4,1000,-2:-2,umh,show,medium,40,ssim,3409652,31.36,0.18,0:07.10,444,29.93,2011.48
347,--aud,None,None,None,--slow-firstpass,--weightb,1.0,1.0,1.4,0.2,0.2,0.6,0.0,3,1,2,40,300,1,27,40,5,4,68,48,2,2000,1:1,hex,show,faster,40,psnr,364670,4.00,0.12,0:01.58,260,141.93,214.18
348,--aud,--constrained-intra,None,None,None,--no-weightb,3.0,1.1,1.3,0.2,0.5,0.8,0.6,0,0,12,5,250,1,20,50,5,3,62,18,4,2000,-2:-2,umh,crop,fast,40,ssim,43958,3.83,0.13,0:00.97,409,244.66,24.87
349,None,None,None,None,--slow-firstpass,--no-weightb,0.0,1.0,1.1,1.4,0.4,0.7,0.8,2,0,8,45,230,3,30,20,5,4,68,28,6,2000,-2:-2,dia,show,medium,10,psnr,1858414,11.16,0.17,0:01.69,667,132.47,1095.29
350,--aud,--constrained-intra,None,--no-asm,None,--weightb,2.5,1.4,1.4,0.2,0.6,0.7,0.5,2,2,4,35,270,2,26,50,3,3,62,28,2,1000,1:1,dia,crop,faster,30,ssim,38037,24.99,0.25,0:09.00,280,23.52,20.75
36,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.4,1.1,3.6,0.2,0.7,0.2,2,0,6,45,300,2,21,40,5,4,64,38,4,2000,1:1,umh,show,medium,0,ssim,214427,53.76,0.18,0:07.89,683,26.93,124.95
351,--aud,None,None,--no-asm,None,--weightb,1.0,1.5,1.4,3.8,0.2,0.6,0.1,2,1,12,30,280,1,21,30,3,0,64,48,1,2000,-1:-1,dia,crop,slower,10,ssim,1256076,39.80,0.11,0:08.07,494,26.23,739.80
352,None,None,None,--no-asm,--slow-firstpass,--weightb,2.5,1.2,1.4,2.4,0.3,0.8,0.3,2,2,14,50,300,4,20,20,5,3,67,28,2,2000,-2:-2,umh,crop,slow,30,animation,1702271,151.05,0.85,0:24.69,615,8.50,1003.37
353,None,--constrained-intra,None,None,None,--no-weightb,2.0,1.6,1.2,3.6,0.5,0.6,0.7,2,2,4,50,200,1,29,20,4,1,65,48,4,2000,1:1,hex,crop,medium,0,grain,2287131,12.26,0.14,0:02.79,443,77.86,1348.11
354,--aud,--constrained-intra,None,None,None,--weightb,3.0,1.1,1.2,4.6,0.5,0.6,0.6,3,1,10,50,300,2,27,20,3,4,63,48,3,1000,1:1,dia,show,slow,40,ssim,2866752,22.48,0.21,0:03.49,648,61.82,1691.01
355,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.0,1.5,1.0,0.2,0.6,0.9,0.3,2,0,2,10,290,2,27,0,3,2,67,18,2,2000,1:1,dia,show,superfast,0,psnr,8868318,18.92,0.18,0:02.67,714,82.61,5233.42
356,--aud,--constrained-intra,None,None,None,--no-weightb,2.5,1.5,1.4,3.8,0.6,0.9,0.1,3,0,2,15,230,2,25,40,5,0,65,28,6,2000,-2:-2,dia,crop,fast,40,grain,157364,6.43,0.15,0:01.13,581,202.90,91.82
357,--aud,--constrained-intra,None,None,None,--weightb,0.5,1.5,1.1,3.2,0.5,0.9,0.4,1,1,14,20,290,1,22,40,4,1,66,18,4,2000,-2:-2,umh,show,faster,0,animation,236676,7.07,0.15,0:01.59,454,140.66,137.99
358,None,None,None,None,None,--weightb,2.5,1.4,1.1,1.0,0.6,0.6,0.7,2,0,14,20,200,1,27,10,5,0,69,18,5,2000,-1:-1,umh,show,ultrafast,40,grain,5090348,5.91,0.13,0:00.98,612,243.23,3002.98
359,--aud,None,None,--no-asm,--slow-firstpass,--weightb,0.0,1.3,1.4,2.6,0.3,0.7,0.3,2,1,6,5,200,3,27,0,4,1,62,38,5,2000,-2:-2,hex,show,slower,10,animation,8540346,104.77,0.27,0:14.38,730,14.66,5039.82
360,--aud,None,None,--no-asm,None,--no-weightb,0.5,1.5,1.3,3.8,0.4,0.7,0.2,2,1,0,10,240,1,25,0,3,1,66,28,4,2000,-1:-1,dia,show,slow,30,grain,8591142,40.28,0.12,0:07.44,543,28.66,5069.80
37,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.0,1.4,1.2,5.0,0.3,0.6,0.1,1,2,14,40,290,3,29,50,4,3,62,38,1,1000,1:1,umh,show,veryslow,40,grain,54545,11.76,0.52,0:03.62,338,59.48,30.82
361,--aud,None,None,None,--slow-firstpass,--no-weightb,1.0,1.2,1.0,0.4,0.3,0.6,0.8,1,2,10,0,260,1,27,40,3,4,66,18,1,1000,-1:-1,dia,crop,medium,10,psnr,282820,7.62,0.12,0:04.15,186,51.83,165.22
362,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,0.0,1.3,1.1,4.6,0.3,0.9,0.5,2,2,12,50,250,1,24,10,3,4,61,28,2,1000,-1:-1,hex,show,veryfast,0,ssim,4131551,59.83,0.16,0:25.47,235,8.24,2437.12
363,--aud,--constrained-intra,None,None,None,--weightb,1.5,1.3,1.4,4.2,0.3,0.6,0.1,3,1,16,25,280,2,28,0,3,4,68,38,1,1000,-1:-1,dia,show,superfast,30,psnr,10907803,3.50,0.13,0:00.67,540,381.38,6437.19
364,--aud,None,None,--no-asm,None,--no-weightb,2.0,1.4,1.1,1.2,0.6,0.9,0.6,2,1,6,25,270,1,30,0,4,2,63,48,1,1000,1:1,hex,crop,slower,10,ssim,8586536,50.18,0.18,0:07.09,709,30.00,5067.08
365,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.5,1.0,1.1,0.8,0.4,0.9,0.3,2,0,8,50,210,2,29,10,5,0,68,38,6,1000,1:1,umh,show,superfast,30,psnr,4276853,68.50,0.12,0:09.35,733,22.66,2522.75
366,None,None,None,None,None,--no-weightb,2.5,1.0,1.2,4.0,0.3,0.8,0.6,2,0,8,30,230,2,30,50,5,3,66,38,5,2000,-2:-2,dia,crop,veryslow,10,ssim,24554,2.48,0.16,0:00.65,402,377.00,12.84
367,None,None,None,None,--slow-firstpass,--no-weightb,2.0,1.4,1.1,1.6,0.3,0.8,0.7,3,1,12,35,210,0,29,0,5,4,61,38,2,1000,-1:-1,dia,crop,faster,0,ssim,8857921,5.61,0.12,0:00.98,580,245.53,5227.28
368,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,2.0,1.3,1.3,4.2,0.6,0.9,0.1,0,2,8,50,200,0,22,10,3,3,68,18,5,1000,-1:-1,umh,show,medium,40,ssim,3707050,206.73,0.36,0:28.20,734,7.45,2186.34
369,None,None,None,--no-asm,--slow-firstpass,--weightb,2.5,1.6,1.1,3.4,0.6,0.8,0.4,0,1,10,30,260,2,20,10,4,3,62,18,5,2000,-1:-1,hex,show,slower,0,grain,3729904,125.60,0.20,0:16.77,750,12.55,2199.83
370,--aud,None,None,--no-asm,None,--weightb,3.0,1.3,1.0,4.8,0.3,0.9,0.3,0,0,2,0,240,4,27,40,3,2,63,28,4,1000,-1:-1,dia,crop,veryslow,0,animation,333278,40.70,0.13,0:05.45,748,39.10,195.01
38,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.0,1.2,1.0,4.6,0.3,0.9,0.8,2,1,10,40,230,2,21,10,5,2,64,38,1,2000,-2:-2,dia,crop,ultrafast,40,animation,11370763,15.49,0.21,0:02.52,621,87.65,6709.98
371,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.0,1.3,1.2,2.4,0.6,0.8,0.6,0,2,16,45,290,4,26,10,4,4,61,48,5,1000,1:1,umh,show,faster,40,animation,2982418,176.44,0.98,0:28.94,612,7.25,1758.89
372,None,--constrained-intra,None,None,None,--weightb,2.5,1.6,1.3,1.8,0.2,0.7,0.2,0,0,2,35,210,0,21,10,3,2,63,28,2,1000,-1:-1,umh,show,slow,40,grain,5423922,31.98,0.20,0:04.83,665,44.32,3200.35
373,None,None,None,None,None,--no-weightb,1.0,1.5,1.1,2.2,0.2,0.6,0.8,1,2,2,0,200,1,30,50,4,1,68,18,5,2000,-1:-1,hex,show,veryfast,0,ssim,19107,2.27,0.17,0:01.32,184,170.67,9.54
374,--aud,None,None,None,None,--weightb,0.5,1.2,1.2,2.0,0.6,0.9,0.8,1,1,6,5,260,1,23,0,4,0,66,38,5,1000,-1:-1,dia,crop,ultrafast,40,animation,11100996,2.01,0.10,0:00.48,434,607.65,6551.21
375,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.5,1.1,1.1,1.4,0.5,0.7,0.5,2,2,4,5,240,3,26,10,4,1,61,18,2,2000,1:1,hex,show,superfast,10,grain,8085275,5.01,0.24,0:01.24,421,189.00,4770.66
376,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,1.5,1.2,1.4,4.8,0.3,0.7,0.7,2,0,6,10,210,2,22,40,4,0,61,18,3,2000,1:1,hex,crop,placebo,30,ssim,335085,69.55,0.25,0:09.36,745,22.64,196.69
377,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,2.5,1.5,1.2,4.4,0.4,0.7,0.4,3,2,2,30,250,0,22,0,3,3,68,38,5,1000,1:1,hex,crop,veryfast,40,ssim,9814783,4.00,0.11,0:00.77,531,323.63,5792.04
378,None,None,None,None,None,--no-weightb,0.5,1.3,1.2,0.4,0.3,0.6,0.9,1,1,2,45,240,0,21,0,4,1,68,28,3,2000,1:1,hex,show,veryslow,30,psnr,8590624,11.83,0.14,0:01.90,627,117.61,5069.49
379,--aud,None,None,--no-asm,None,--no-weightb,0.5,1.2,1.1,3.6,0.4,0.9,0.6,1,0,4,10,280,2,23,0,5,4,67,48,1,2000,1:1,hex,crop,placebo,40,psnr,8616789,26.40,0.17,0:04.52,587,47.79,5084.93
380,None,--constrained-intra,None,None,None,--no-weightb,0.5,1.4,1.2,3.6,0.4,0.7,0.1,1,1,12,30,210,3,28,40,5,1,65,48,6,1000,1:1,umh,crop,slower,0,psnr,155555,11.29,0.16,0:01.81,632,123.25,90.01
39,--aud,None,None,--no-asm,None,--weightb,2.5,1.3,1.4,3.0,0.5,0.6,0.9,1,1,2,50,290,4,24,30,3,0,64,48,4,2000,-2:-2,hex,show,superfast,10,grain,1496154,21.54,0.21,0:03.04,715,70.66,881.54
381,None,None,None,None,--slow-firstpass,--no-weightb,1.5,1.6,1.1,3.0,0.5,0.7,0.6,3,1,8,40,280,1,29,40,3,4,62,48,4,2000,1:1,umh,crop,veryslow,40,animation,483057,15.89,0.16,0:02.80,572,78.64,284.05
382,None,None,None,None,--slow-firstpass,--no-weightb,3.0,1.5,1.4,4.4,0.4,0.9,0.5,3,0,8,10,220,0,25,10,5,1,66,38,3,2000,-2:-2,dia,show,faster,40,ssim,4757538,7.60,0.18,0:01.25,618,183.22,2807.01
383,--aud,None,None,None,--slow-firstpass,--weightb,1.5,1.6,1.2,1.4,0.6,0.6,0.1,1,1,8,25,260,2,26,50,4,4,65,48,3,2000,1:1,dia,show,slower,0,ssim,29839,3.64,0.15,0:01.26,301,181.10,16.00
384,None,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.2,1.1,3.8,0.6,0.7,0.3,3,2,4,25,270,2,22,30,4,4,63,18,3,1000,1:1,hex,show,slow,30,psnr,771932,67.52,0.20,0:12.31,549,17.18,453.67
385,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,0.0,1.0,1.1,3.0,0.3,0.6,0.8,2,0,8,25,220,3,29,10,3,3,60,28,5,1000,-1:-1,hex,show,slower,10,ssim,3503034,104.05,0.17,0:13.65,763,15.45,2066.00
386,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.5,1.0,4.8,0.2,0.6,0.2,1,0,4,0,290,3,28,30,4,2,64,38,4,2000,-1:-1,umh,show,faster,30,animation,1441672,80.33,0.16,0:11.07,726,19.01,849.84
387,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.2,1.4,5.0,0.3,0.9,0.3,1,0,14,10,290,0,25,10,4,1,64,18,1,2000,-1:-1,umh,show,veryfast,10,grain,6344478,77.30,0.16,0:10.43,742,20.26,3743.10
388,None,None,None,None,--slow-firstpass,--weightb,3.0,1.3,1.4,3.0,0.4,0.9,0.7,2,0,2,15,290,0,27,0,3,2,66,38,5,1000,-2:-2,hex,crop,veryslow,30,ssim,8577281,13.46,0.16,0:02.15,633,104.27,5061.62
389,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,3.0,1.4,1.2,0.8,0.4,0.9,0.7,2,0,8,35,210,1,25,50,4,3,65,28,1,2000,-2:-2,dia,show,fast,40,psnr,38860,14.05,0.09,0:04.20,336,51.06,21.86
390,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,0.0,1.0,1.3,4.8,0.6,0.6,0.0,1,0,8,35,290,3,20,10,4,2,63,28,6,2000,-2:-2,dia,crop,slow,10,psnr,3428664,20.12,0.18,0:02.93,691,74.09,2022.13
40,--aud,None,None,--no-asm,--slow-firstpass,--weightb,2.0,1.1,1.4,3.6,0.5,0.8,0.8,1,1,12,45,280,4,30,20,3,3,65,48,2,2000,1:1,umh,show,placebo,40,grain,3195292,184.70,0.25,0:25.58,722,8.21,1884.92
391,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.2,1.4,3.4,0.3,0.7,0.9,1,1,4,20,210,2,20,10,5,1,69,18,6,2000,1:1,umh,show,fast,0,ssim,3340415,236.88,0.17,0:30.58,774,6.86,1969.81
392,None,--constrained-intra,None,--no-asm,None,--no-weightb,2.0,1.5,1.0,1.8,0.4,0.9,0.4,1,1,12,25,300,1,24,50,5,1,61,28,5,2000,-2:-2,umh,crop,superfast,40,animation,21218,7.62,0.11,0:03.37,229,63.61,10.70
393,--aud,--constrained-intra,None,--no-asm,None,--weightb,3.0,1.4,1.2,1.0,0.5,0.8,0.2,1,0,4,45,300,4,22,50,4,1,64,28,4,1000,1:1,dia,show,placebo,10,grain,69364,26.80,0.17,0:04.06,664,53.08,39.25
394,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.3,1.2,2.0,0.4,0.9,0.1,0,2,10,20,280,1,22,0,5,1,69,48,6,2000,1:1,hex,show,placebo,0,animation,3351180,127.68,0.13,0:16.80,760,12.52,1976.99
395,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,2.0,1.5,1.4,0.4,0.4,0.7,0.6,0,1,0,30,250,3,26,50,5,0,60,38,2,1000,-1:-1,umh,crop,slow,40,animation,104231,21.13,0.10,0:03.02,701,71.59,60.49
396,--aud,None,None,--no-asm,None,--weightb,1.5,1.1,1.2,4.2,0.5,0.7,0.3,0,0,12,5,230,0,28,10,3,1,60,28,3,2000,-1:-1,umh,show,medium,0,grain,3546796,151.78,0.14,0:19.71,770,10.65,2092.11
397,None,None,None,None,None,--no-weightb,0.0,1.0,1.3,1.0,0.5,0.8,0.3,2,1,14,50,210,0,22,0,3,0,60,38,4,2000,-1:-1,umh,crop,medium,40,animation,8687397,8.74,0.12,0:01.79,494,126.66,5126.61
398,None,--constrained-intra,None,None,--slow-firstpass,--weightb,0.0,1.5,1.3,3.2,0.6,0.8,0.5,3,0,10,20,230,4,23,40,4,4,65,48,3,1000,1:1,hex,show,placebo,0,psnr,174398,4.78,0.11,0:00.81,603,288.59,101.53
399,--aud,None,None,None,None,--no-weightb,0.5,1.0,1.4,0.4,0.3,0.8,0.3,2,1,16,0,240,0,27,10,3,2,64,38,1,2000,-2:-2,umh,show,faster,0,animation,4576139,12.79,0.13,0:01.89,683,118.91,2699.22
400,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,0.0,1.0,1.3,1.8,0.2,0.7,0.1,3,2,14,15,300,1,24,10,4,3,63,38,2,1000,-2:-2,hex,crop,placebo,40,grain,3418862,122.05,0.17,0:34.90,350,6.01,2016.57
5,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.0,1.6,1.3,4.4,0.4,0.8,0.1,2,0,0,0,270,1,24,40,3,2,66,28,3,1000,-2:-2,dia,show,superfast,30,animation,324015,8.01,0.12,0:01.58,514,141.21,190.21
41,None,None,None,None,None,--weightb,3.0,1.5,1.1,2.8,0.2,0.9,0.2,2,2,6,0,230,4,28,40,4,1,65,18,3,2000,-2:-2,dia,show,veryfast,30,grain,289114,5.56,0.30,0:01.69,345,131.98,168.94
401,--aud,None,None,None,--slow-firstpass,--no-weightb,3.0,1.5,1.4,3.4,0.3,0.6,0.9,0,0,6,40,200,2,21,30,4,0,62,38,4,2000,-1:-1,dia,crop,veryfast,30,psnr,1269636,3.43,0.10,0:00.76,462,316.54,748.29
402,None,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.1,1.2,3.0,0.6,0.9,0.0,3,2,6,50,300,4,20,20,5,1,68,28,4,2000,1:1,umh,show,veryfast,40,ssim,2082976,80.90,0.31,0:12.48,650,16.90,1227.74
403,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,1.0,1.1,1.1,0.6,0.2,0.7,0.7,2,2,12,5,260,3,27,40,4,3,65,28,1,2000,-2:-2,hex,show,faster,10,grain,313772,54.72,0.47,0:15.01,367,14.02,183.69
404,None,None,None,None,None,--no-weightb,1.5,1.3,1.0,3.8,0.2,0.7,0.8,1,0,4,45,200,1,25,20,5,3,68,18,6,2000,-2:-2,dia,show,faster,30,ssim,746847,6.53,0.11,0:01.00,663,226.07,439.71
405,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.0,1.2,1.2,3.2,0.2,0.9,0.1,0,2,8,15,230,3,25,0,5,4,64,38,2,2000,-2:-2,dia,show,faster,40,ssim,8873238,15.34,0.15,0:02.71,571,81.81,5236.30
406,None,None,None,None,None,--no-weightb,3.0,1.3,1.0,5.0,0.3,0.8,0.6,2,1,12,25,300,1,21,50,4,0,64,38,5,2000,-2:-2,hex,show,fast,0,psnr,35781,3.67,0.17,0:01.30,294,174.55,19.42
407,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,3.0,1.1,1.4,3.8,0.2,0.8,0.0,3,2,16,50,300,4,30,50,5,1,69,38,5,1000,1:1,umh,show,slow,10,psnr,18296,69.51,0.80,0:18.43,381,11.42,9.35
408,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.5,1.4,3.6,0.4,0.9,0.8,2,0,6,45,280,2,30,40,4,4,64,28,2,1000,-2:-2,hex,crop,ultrafast,40,grain,328881,6.59,0.12,0:01.13,592,207.13,192.42
409,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,0.0,1.4,1.1,4.2,0.4,0.6,0.9,0,1,12,45,230,4,26,0,5,4,68,18,6,2000,-2:-2,hex,show,fast,40,animation,8220127,7.24,0.10,0:01.29,568,177.23,4850.81
410,None,--constrained-intra,None,None,None,--weightb,2.0,1.3,1.1,4.2,0.6,0.8,0.4,0,0,14,45,270,4,27,40,4,1,61,48,1,1000,-2:-2,dia,show,slow,40,psnr,341251,6.09,0.18,0:01.12,556,208.02,200.35
42,--aud,None,None,--no-asm,--slow-firstpass,--weightb,0.0,1.5,1.4,3.2,0.2,0.9,0.2,0,1,10,45,240,1,23,0,5,1,63,48,1,1000,-1:-1,dia,show,veryslow,10,psnr,8593280,43.66,0.14,0:06.24,700,34.27,5071.06
411,None,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.1,1.3,0.8,0.2,0.7,0.7,2,1,4,35,230,4,21,30,3,2,62,48,4,1000,1:1,umh,crop,veryfast,0,animation,958807,56.91,0.21,0:07.95,718,26.64,564.10
412,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.0,1.1,4.0,0.2,0.9,0.4,1,1,4,40,280,2,27,0,5,3,64,38,3,2000,1:1,dia,crop,veryslow,40,animation,8615498,30.14,0.14,0:05.82,520,36.82,5084.18
413,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.5,1.0,1.4,3.8,0.4,0.7,0.4,1,2,0,45,200,2,22,40,4,2,63,48,5,2000,1:1,umh,show,ultrafast,0,animation,354575,22.79,0.12,0:04.45,514,48.18,208.27
414,--aud,None,None,None,--slow-firstpass,--weightb,0.5,1.3,1.2,3.6,0.2,0.7,0.4,0,0,10,35,240,3,25,30,5,2,60,28,1,1000,-2:-2,umh,crop,placebo,30,animation,1563732,15.30,0.17,0:02.59,597,84.98,921.89
415,--aud,None,None,None,None,--weightb,1.5,1.6,1.1,1.4,0.6,0.6,0.1,0,1,16,25,260,2,26,50,4,1,60,38,6,1000,-1:-1,umh,crop,slow,40,ssim,44538,6.85,0.16,0:01.70,412,131.73,25.22
416,--aud,None,None,None,--slow-firstpass,--weightb,2.5,1.1,1.2,0.6,0.4,0.7,0.2,2,0,12,10,230,2,24,50,3,4,69,38,4,1000,-1:-1,dia,crop,slower,10,psnr,28373,2.51,0.14,0:00.69,383,363.19,15.06
417,--aud,None,None,None,None,--no-weightb,2.5,1.1,1.1,2.0,0.2,0.8,0.8,3,0,6,25,220,2,23,10,4,3,67,48,2,1000,-2:-2,umh,crop,ultrafast,0,animation,5284401,5.46,0.10,0:00.86,644,270.48,3117.45
418,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.0,1.3,1.2,2.0,0.2,0.9,0.8,2,1,14,5,280,2,27,50,3,3,67,48,2,1000,-1:-1,umh,crop,veryfast,0,grain,24035,13.97,0.23,0:04.77,297,44.91,12.48
419,--aud,None,None,--no-asm,None,--weightb,2.0,1.0,1.1,1.6,0.4,0.9,0.5,2,0,8,35,250,4,24,40,5,2,64,28,4,2000,-2:-2,dia,show,medium,0,psnr,192953,19.07,0.11,0:02.67,717,82.21,112.40
420,--aud,None,None,--no-asm,--slow-firstpass,--weightb,2.5,1.1,1.4,0.6,0.3,0.6,0.0,3,2,12,35,250,2,21,30,4,2,63,18,5,2000,-2:-2,hex,show,fast,30,animation,905229,78.90,0.47,0:20.16,393,10.42,532.84
43,None,--constrained-intra,None,None,None,--no-weightb,1.0,1.0,1.4,4.8,0.4,0.8,0.7,3,2,14,30,290,0,29,10,3,4,68,48,5,2000,1:1,dia,crop,medium,0,ssim,2617175,17.43,0.46,0:04.19,426,51.12,1543.39
421,None,None,None,--no-asm,--slow-firstpass,--no-weightb,3.0,1.6,1.3,0.4,0.6,0.7,0.4,2,0,16,20,210,2,25,10,3,0,63,28,3,1000,1:1,umh,show,veryfast,40,grain,5960466,93.91,0.20,0:12.38,759,17.08,3517.03
422,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,0.5,1.5,1.1,4.2,0.3,0.6,0.6,2,2,4,45,250,3,24,20,3,3,64,28,4,2000,-1:-1,dia,crop,veryslow,40,animation,3327592,128.32,0.30,0:16.87,762,12.49,1962.51
423,None,None,None,--no-asm,--slow-firstpass,--no-weightb,3.0,1.6,1.3,4.8,0.2,0.7,0.7,1,0,16,5,300,3,29,50,5,4,68,38,1,2000,-2:-2,umh,crop,superfast,30,grain,29040,5.37,0.11,0:01.11,490,206.83,15.60
424,--aud,--constrained-intra,None,None,None,--no-weightb,2.0,1.4,1.2,4.6,0.3,0.7,0.9,3,2,6,5,230,2,20,50,3,2,65,38,5,1000,1:1,hex,show,medium,40,ssim,20715,4.93,0.21,0:02.04,251,108.51,10.52
425,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.5,1.4,1.3,2.2,0.6,0.9,0.9,2,2,8,25,230,1,24,40,4,3,63,28,2,2000,-2:-2,hex,crop,veryfast,40,animation,147783,4.86,0.16,0:03.47,144,62.32,85.51
426,None,--constrained-intra,None,--no-asm,None,--no-weightb,3.0,1.6,1.4,4.4,0.2,0.9,0.8,0,2,4,45,240,2,24,30,5,0,61,18,4,2000,-1:-1,dia,show,fast,30,ssim,1027165,60.46,0.23,0:10.96,553,19.30,604.58
