,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,weightp,scenecut,rc_lookahead,mbtree,aq-mode
video_1054,-0.57,0.0,-0.07,-0.01,-0.14,-0.39,0.06,-0.08,0.31,-0.07,-0.07,-0.16,-0.07,-0.01,0.06,0.01,-0.1,-0.05,0.1,0.03,-0.1,-0.22
video_1055,-0.14,-0.02,-0.05,0.01,-0.1,-0.14,0.01,-0.07,0.06,-0.2,-0.08,-0.08,-0.2,-0.08,0.25,0.01,-0.25,0.09,-0.02,0.02,-0.26,-0.45
video_1056,-0.15,-0.0,-0.08,-0.04,-0.06,-0.16,0.01,-0.06,0.09,-0.08,-0.04,-0.11,-0.03,-0.12,-0.01,0.02,-0.11,0.05,-0.01,0.08,-0.63,-0.17
video_1057,-0.12,0.04,-0.06,0.0,-0.06,-0.22,0.02,-0.06,0.08,-0.13,-0.03,-0.18,-0.06,-0.2,0.14,0.01,-0.32,-0.01,-0.05,0.07,-0.46,0.02
video_1058,-0.16,0.05,-0.08,-0.04,-0.08,-0.39,0.01,-0.06,0.09,-0.19,-0.08,-0.04,-0.05,-0.06,0.19,-0.03,-0.31,-0.03,-0.03,0.04,-0.09,-0.22
video_1059,-0.1,0.03,-0.08,-0.05,-0.07,-0.32,-0.03,-0.04,0.07,-0.16,-0.07,-0.01,-0.03,-0.09,0.17,0.01,-0.34,0.02,-0.03,0.07,-0.42,-0.02
video_1060,-0.2,-0.02,-0.07,-0.06,-0.04,-0.06,-0.01,-0.07,0.11,-0.13,-0.02,-0.14,-0.02,-0.08,-0.11,0.02,-0.05,0.12,-0.01,0.11,-0.33,-0.56
video_1061,-0.53,-0.05,-0.08,-0.05,-0.05,-0.21,0.01,-0.08,0.14,-0.19,-0.01,-0.15,-0.02,-0.06,-0.07,0.01,-0.02,0.05,0.02,0.07,0.02,-0.4
video_1062,-0.2,0.07,-0.11,-0.08,-0.04,-0.39,-0.03,-0.07,0.05,-0.21,-0.06,-0.01,-0.02,-0.12,0.18,0.01,-0.35,0.08,-0.05,0.1,-0.21,-0.06
video_1063,-0.08,0.04,-0.07,0.01,-0.09,-0.3,0.01,-0.07,0.14,-0.17,-0.08,-0.12,-0.18,-0.09,0.15,-0.02,-0.34,0.02,0.01,0.05,0.23,-0.49
video_1064,-0.09,0.04,-0.07,-0.03,-0.06,-0.27,-0.03,-0.04,0.05,-0.14,-0.06,-0.04,-0.04,-0.12,0.15,-0.01,-0.32,0.03,-0.04,0.08,-0.48,-0.03
video_1065,-0.22,-0.05,-0.04,-0.02,-0.05,-0.2,-0.0,-0.05,0.05,-0.11,-0.06,-0.06,-0.04,-0.05,0.08,-0.01,-0.18,-0.03,-0.01,0.03,-0.33,-0.37
video_1066,-0.13,-0.07,-0.07,-0.05,-0.07,-0.26,-0.04,-0.02,0.05,-0.21,-0.07,-0.03,-0.06,-0.1,0.2,-0.02,-0.29,0.03,-0.03,0.02,0.02,-0.41
video_1067,-0.7,-0.06,-0.03,-0.02,-0.09,-0.21,0.02,-0.04,0.15,-0.1,-0.09,-0.01,-0.0,0.06,0.09,0.01,-0.05,-0.01,0.08,0.01,-0.48,0.33
video_1068,-0.11,0.02,-0.05,0.01,-0.07,-0.18,0.02,-0.05,0.08,-0.14,-0.06,-0.16,-0.09,-0.14,0.17,0.01,-0.29,0.0,-0.02,0.06,-0.47,-0.2
video_1069,-0.26,-0.02,-0.06,-0.02,-0.05,-0.41,0.02,-0.06,0.08,-0.34,-0.06,-0.01,0.0,-0.01,0.26,0.04,-0.13,0.01,-0.01,0.01,-0.29,-0.27
video_1070,-0.39,-0.03,-0.12,-0.08,-0.02,-0.12,0.02,-0.11,0.15,-0.14,-0.0,-0.18,-0.0,-0.1,-0.13,0.06,0.05,0.12,-0.01,0.11,-0.63,-0.07
video_1071,-0.13,0.04,-0.1,-0.06,-0.07,-0.31,-0.02,-0.06,0.07,-0.18,-0.08,-0.04,-0.03,-0.15,0.11,0.01,-0.33,0.07,-0.01,0.1,-0.3,-0.14
video_1072,-0.11,0.03,-0.08,-0.04,-0.08,-0.29,-0.02,-0.05,0.08,-0.13,-0.07,-0.05,-0.02,-0.11,0.09,-0.0,-0.27,0.04,-0.01,0.09,-0.45,-0.14
video_1073,-0.12,0.02,-0.07,-0.03,-0.05,-0.28,-0.02,-0.04,0.05,-0.15,-0.05,-0.02,-0.03,-0.13,0.15,0.0,-0.32,0.04,-0.03,0.08,-0.42,-0.1
video_1074,-0.21,0.02,-0.05,0.02,-0.09,-0.34,0.01,-0.06,0.11,-0.15,-0.07,-0.07,-0.08,-0.11,0.15,-0.04,-0.35,0.01,-0.01,0.06,0.04,-0.33
video_1075,-0.16,0.07,-0.1,-0.06,-0.06,-0.31,-0.03,-0.05,0.09,-0.16,-0.08,-0.0,-0.06,-0.12,0.12,-0.01,-0.32,0.04,-0.0,0.06,0.19,-0.47
video_1076,-0.26,0.02,-0.08,-0.06,-0.05,-0.34,0.02,-0.05,0.09,-0.11,-0.05,-0.04,-0.03,0.04,0.03,-0.02,-0.04,0.01,0.04,0.02,0.51,-0.73
video_1077,-0.1,0.08,-0.09,-0.06,-0.05,-0.35,-0.03,-0.05,0.08,-0.2,-0.08,-0.01,-0.07,-0.05,0.17,-0.02,-0.3,0.04,-0.0,0.05,0.28,-0.55
video_1078,-0.49,0.02,-0.11,-0.05,-0.11,-0.35,0.05,-0.08,0.18,-0.13,-0.05,-0.09,0.0,-0.15,0.11,0.02,-0.1,0.03,-0.03,0.06,-0.47,0.25
video_1079,-0.15,0.04,-0.07,-0.02,-0.08,-0.36,0.02,-0.05,0.09,-0.16,-0.09,-0.06,-0.06,0.11,0.13,-0.04,-0.17,-0.02,0.0,0.04,0.13,-0.64
video_1080,-0.12,0.04,-0.09,-0.06,-0.07,-0.31,-0.02,-0.04,0.09,-0.19,-0.08,-0.0,-0.06,-0.09,0.18,0.0,-0.32,0.04,0.01,0.07,-0.14,-0.34
video_1081,-0.15,0.01,-0.07,-0.03,-0.07,-0.36,0.0,-0.04,0.06,-0.17,-0.07,-0.02,-0.07,-0.02,0.17,-0.02,-0.2,0.03,-0.0,0.03,0.27,-0.62
video_1082,-0.16,-0.01,-0.07,0.03,-0.07,-0.24,0.05,-0.06,0.16,-0.1,-0.06,-0.21,-0.11,-0.19,0.16,0.02,-0.24,-0.03,-0.02,0.05,-0.6,0.2
video_1083,-0.25,0.03,-0.1,-0.05,-0.08,-0.41,0.02,-0.07,0.13,-0.18,-0.06,-0.08,-0.03,-0.15,0.12,0.0,-0.24,0.01,-0.02,0.06,-0.12,-0.17
video_1084,-0.15,0.07,-0.1,-0.04,-0.09,-0.38,0.01,-0.06,0.16,-0.12,-0.08,-0.09,-0.11,-0.11,0.19,0.01,-0.32,0.0,-0.0,0.05,-0.02,-0.35
video_1085,-0.26,0.02,-0.08,-0.04,-0.08,-0.25,0.01,-0.05,0.08,-0.12,-0.06,-0.04,-0.04,-0.16,0.11,-0.01,-0.21,0.02,-0.01,0.04,-0.27,-0.24
video_1086,-0.2,0.11,-0.08,-0.03,-0.06,-0.2,-0.06,-0.05,-0.03,-0.22,-0.13,0.02,-0.1,-0.04,0.27,-0.01,-0.48,0.01,0.01,0.04,-0.36,0.21
video_1087,-0.28,0.01,-0.07,-0.03,-0.07,-0.29,0.0,-0.05,0.11,-0.16,-0.05,-0.07,-0.06,-0.1,0.0,-0.02,-0.22,0.04,0.01,0.07,0.28,-0.49
video_1088,-0.28,0.01,-0.09,-0.04,-0.08,-0.34,0.01,-0.06,0.12,-0.17,-0.06,-0.09,-0.05,-0.09,0.09,-0.0,-0.25,0.02,-0.02,0.06,0.0,-0.31
video_1089,-0.25,0.06,-0.1,-0.06,-0.05,-0.35,-0.01,-0.05,0.11,-0.17,-0.05,-0.04,-0.04,-0.09,0.07,-0.01,-0.21,0.05,0.0,0.06,0.36,-0.54
video_1090,-0.18,0.07,-0.09,-0.06,-0.05,-0.33,-0.02,-0.05,0.1,-0.16,-0.05,-0.03,-0.04,-0.07,0.08,-0.02,-0.22,0.04,0.01,0.05,0.36,-0.6
video_1091,-0.22,0.04,-0.07,-0.04,-0.06,-0.29,0.0,-0.04,0.07,-0.13,-0.05,-0.03,-0.03,-0.12,0.1,-0.01,-0.19,0.01,-0.01,0.03,0.01,-0.5
video_1092,-0.48,-0.02,-0.04,0.02,-0.06,-0.2,0.01,-0.07,0.11,-0.17,-0.03,-0.11,-0.0,0.01,-0.02,-0.03,-0.08,0.0,-0.01,0.03,0.17,-0.54
video_1093,-0.27,0.05,-0.1,-0.06,-0.07,-0.33,-0.01,-0.05,0.08,-0.17,-0.09,0.01,-0.06,-0.12,0.12,0.01,-0.32,0.05,-0.01,0.07,0.06,-0.28
video_1094,-0.21,-0.0,-0.03,0.01,-0.09,-0.18,-0.01,-0.02,0.04,-0.12,-0.06,-0.07,-0.05,0.12,0.15,-0.05,-0.16,0.01,0.01,0.05,0.06,-0.77
video_1095,-0.2,0.06,-0.08,-0.04,-0.09,-0.38,-0.01,-0.05,0.12,-0.16,-0.08,-0.04,-0.1,-0.04,0.21,-0.03,-0.28,0.01,0.01,0.04,0.21,-0.47
video_1096,-0.07,0.04,-0.07,0.01,-0.09,-0.28,0.01,-0.06,0.1,-0.12,-0.08,-0.07,-0.1,-0.18,0.17,0.01,-0.37,0.02,0.02,0.08,-0.15,-0.34
video_1097,-0.08,0.07,-0.09,-0.06,-0.04,-0.35,-0.02,-0.04,0.08,-0.19,-0.08,-0.03,-0.07,-0.02,0.15,-0.02,-0.28,0.03,-0.0,0.05,0.33,-0.59
video_1098,-0.27,0.02,-0.08,-0.04,-0.07,-0.39,0.01,-0.06,0.1,-0.19,-0.07,-0.04,-0.08,-0.1,0.14,-0.01,-0.25,0.02,-0.01,0.05,0.28,-0.39
video_1099,-0.27,0.06,-0.05,0.0,-0.05,-0.3,0.03,-0.04,0.06,-0.16,-0.06,0.01,-0.1,-0.16,0.16,-0.04,-0.21,0.08,-0.0,0.0,0.61,-0.55
video_1100,-0.17,0.01,-0.09,-0.05,-0.09,-0.3,-0.03,-0.05,0.14,-0.12,-0.08,-0.06,-0.02,-0.05,0.11,-0.0,-0.32,0.02,-0.02,0.11,-0.45,0.06
video_1101,-0.16,0.06,-0.11,-0.06,-0.06,-0.36,-0.01,-0.06,0.1,-0.2,-0.07,-0.02,-0.06,-0.13,0.13,-0.0,-0.31,0.05,-0.01,0.07,0.33,-0.44
video_1102,-0.46,0.03,-0.12,-0.07,-0.08,-0.38,0.03,-0.08,0.17,-0.13,-0.07,-0.07,0.01,-0.05,0.12,0.03,-0.09,0.02,-0.0,0.06,-0.46,0.03
video_1103,-0.3,0.04,-0.14,-0.1,-0.07,-0.36,0.01,-0.08,0.11,-0.19,-0.08,0.0,-0.01,-0.08,0.23,0.05,-0.17,0.06,-0.0,0.07,-0.21,-0.29
video_1104,-0.32,-0.03,-0.07,-0.02,-0.11,-0.31,0.04,-0.05,0.17,-0.11,-0.05,-0.11,-0.05,-0.08,0.08,-0.02,-0.12,-0.01,0.02,0.02,-0.01,-0.48
video_1105,-0.19,-0.03,-0.04,-0.03,-0.07,-0.22,0.0,-0.03,0.15,-0.16,-0.06,-0.09,-0.1,0.09,0.05,-0.04,-0.1,-0.0,0.04,0.01,0.35,-0.8
video_1106,-0.13,0.06,-0.08,-0.06,-0.01,-0.28,-0.06,-0.05,-0.01,-0.18,-0.05,-0.01,-0.05,-0.19,0.17,0.0,-0.48,0.06,-0.08,0.11,-0.15,0.09
video_1107,-0.41,-0.02,-0.06,-0.02,-0.09,-0.35,0.03,-0.05,0.09,-0.12,-0.05,-0.06,-0.04,-0.07,0.09,-0.01,-0.1,-0.0,0.0,0.02,0.02,-0.39
video_1108,-0.18,0.03,-0.05,-0.02,-0.06,-0.25,0.01,-0.03,0.08,-0.11,-0.05,0.0,-0.03,-0.08,0.05,-0.03,-0.15,0.01,0.01,0.02,0.24,-0.68
video_1109,-0.1,0.05,-0.07,-0.04,-0.05,-0.29,-0.01,-0.04,0.11,-0.13,-0.06,-0.02,-0.08,0.0,0.11,-0.04,-0.19,0.01,0.01,0.02,0.58,-0.71
video_1110,-0.34,0.04,-0.07,-0.02,-0.06,-0.32,0.01,-0.05,0.14,-0.12,-0.06,-0.04,0.0,-0.13,0.04,-0.03,-0.18,0.03,0.01,0.03,0.54,-0.51
video_1111,-0.31,0.05,-0.07,-0.01,-0.08,-0.24,0.01,-0.06,0.1,-0.19,-0.05,-0.19,-0.07,-0.09,0.04,-0.0,-0.24,-0.03,0.03,0.03,0.42,-0.48
video_1112,-0.21,-0.02,-0.04,0.0,-0.04,-0.12,0.03,-0.04,0.12,-0.05,-0.04,-0.14,-0.05,-0.08,0.07,0.01,-0.08,-0.02,-0.01,0.03,-0.9,0.56
video_1113,-0.48,-0.03,-0.06,-0.03,-0.01,0.05,-0.0,-0.04,0.1,-0.04,-0.01,-0.06,0.0,-0.02,-0.09,0.06,0.15,-0.04,0.01,0.07,-0.9,0.59
video_1114,-0.18,0.04,-0.07,-0.0,-0.08,-0.28,-0.0,-0.06,0.14,-0.14,-0.07,-0.02,-0.05,-0.18,0.25,-0.01,-0.36,0.03,-0.04,0.04,-0.47,0.2
video_1115,-0.13,0.02,-0.06,-0.03,-0.09,-0.26,0.01,-0.05,0.05,-0.16,-0.09,-0.03,-0.03,-0.02,0.16,-0.01,-0.22,0.05,-0.02,0.05,-0.46,-0.26
video_1116,-0.19,0.09,-0.12,-0.06,-0.08,-0.41,0.01,-0.07,0.09,-0.19,-0.1,-0.03,-0.02,-0.14,0.16,0.01,-0.3,0.04,-0.03,0.05,0.04,-0.29
video_1117,-0.1,0.06,-0.11,-0.05,-0.07,-0.33,-0.01,-0.06,0.07,-0.19,-0.08,-0.02,-0.06,-0.18,0.18,0.02,-0.36,0.07,-0.02,0.08,-0.15,-0.23
video_1118,-0.23,0.05,-0.09,-0.07,-0.05,-0.38,-0.0,-0.05,0.09,-0.17,-0.08,-0.02,-0.02,-0.04,0.15,-0.02,-0.18,0.06,-0.0,0.04,0.39,-0.6
video_1119,-0.2,0.06,-0.1,-0.08,-0.05,-0.4,-0.02,-0.04,0.07,-0.2,-0.09,-0.02,-0.04,0.0,0.14,-0.02,-0.19,0.08,0.01,0.05,0.47,-0.59
video_1120,-0.28,0.04,-0.08,-0.07,-0.06,-0.36,0.0,-0.05,0.07,-0.16,-0.06,-0.04,-0.05,0.01,0.15,-0.03,-0.13,0.05,0.0,0.04,0.49,-0.62
video_1121,-0.11,0.03,-0.05,-0.01,-0.06,-0.25,-0.01,-0.03,0.06,-0.14,-0.09,-0.0,-0.1,-0.02,0.17,-0.01,-0.28,-0.0,-0.0,0.03,-0.46,-0.2
video_1122,-0.6,0.0,-0.05,-0.02,-0.1,-0.25,0.04,-0.04,0.05,-0.09,-0.04,0.02,0.06,-0.01,-0.0,-0.02,0.01,-0.0,0.05,0.01,0.25,-0.47
video_1123,-0.72,-0.01,-0.06,-0.04,-0.13,-0.33,0.04,-0.06,0.14,-0.18,-0.09,-0.02,0.0,-0.1,0.15,0.01,-0.17,0.07,0.05,0.06,-0.06,0.22
video_1124,-0.14,0.06,-0.12,-0.1,-0.04,-0.33,-0.04,-0.07,0.06,-0.22,-0.09,-0.02,-0.01,-0.17,0.13,0.03,-0.41,0.09,-0.05,0.13,-0.18,-0.04
video_1125,-0.15,0.02,-0.07,0.0,-0.1,-0.33,-0.01,-0.04,0.15,-0.17,-0.12,-0.05,-0.15,-0.05,0.25,-0.01,-0.38,-0.01,0.02,0.04,-0.34,0.02
video_1126,-0.11,0.04,-0.06,-0.01,-0.07,-0.27,-0.01,-0.05,0.07,-0.14,-0.1,-0.0,-0.08,-0.14,0.19,-0.01,-0.37,0.04,-0.03,0.05,-0.31,-0.17
video_1127,-0.09,0.03,-0.03,0.01,-0.09,-0.23,-0.01,-0.04,0.04,-0.11,-0.08,-0.02,-0.04,-0.08,0.19,-0.01,-0.35,0.02,-0.03,0.07,-0.36,-0.3
video_1128,-0.5,0.0,-0.08,-0.03,-0.08,-0.33,0.04,-0.07,0.13,-0.11,-0.03,-0.14,-0.02,-0.09,0.03,0.02,-0.06,0.0,0.01,0.04,-0.49,0.1
video_1129,-0.07,0.09,-0.09,-0.03,-0.07,-0.32,-0.02,-0.05,0.13,-0.16,-0.08,-0.01,-0.12,-0.08,0.14,-0.01,-0.36,0.02,0.01,0.05,0.35,-0.53
video_1130,-0.25,0.07,-0.1,-0.04,-0.06,-0.39,0.0,-0.06,0.1,-0.15,-0.06,-0.03,-0.04,-0.12,0.08,-0.01,-0.24,0.03,-0.0,0.04,0.24,-0.43
video_1131,-0.31,0.03,-0.05,-0.0,-0.08,-0.28,-0.01,-0.05,0.13,-0.16,-0.1,-0.08,-0.13,0.06,0.09,-0.06,-0.32,0.0,0.02,0.09,0.34,-0.52
video_1132,-0.14,0.08,-0.09,-0.04,-0.07,-0.35,-0.0,-0.04,0.14,-0.15,-0.07,-0.03,-0.06,-0.09,0.12,-0.02,-0.28,0.02,0.01,0.04,0.31,-0.55
video_1133,-0.13,0.07,-0.11,-0.07,-0.06,-0.39,-0.03,-0.03,0.06,-0.19,-0.1,0.01,-0.08,-0.08,0.06,0.02,-0.34,0.04,-0.01,0.07,-0.06,-0.17
video_1134,-0.09,-0.04,-0.08,-0.06,-0.08,-0.05,0.02,-0.04,0.16,-0.04,-0.1,-0.16,-0.04,0.01,-0.18,0.0,0.03,0.0,0.03,0.08,-0.9,0.48
video_1135,-0.24,-0.04,-0.04,0.03,-0.12,-0.37,0.04,-0.04,0.11,-0.09,-0.1,-0.04,-0.05,0.2,0.15,-0.05,0.01,-0.06,0.04,-0.01,0.18,-0.73
video_1136,-0.11,0.05,-0.06,0.01,-0.1,-0.3,-0.03,-0.05,0.09,-0.19,-0.1,-0.03,-0.13,-0.04,0.22,-0.03,-0.49,0.04,0.0,0.09,0.19,-0.41
video_1137,-0.13,0.03,-0.05,0.01,-0.1,-0.25,-0.01,-0.04,0.09,-0.14,-0.08,-0.07,-0.06,0.0,0.14,-0.04,-0.33,0.02,0.01,0.09,0.05,-0.58
video_1138,-0.14,0.03,-0.04,0.0,-0.11,-0.33,0.0,-0.04,0.06,-0.1,-0.11,-0.03,-0.04,0.07,0.19,-0.03,-0.29,-0.05,-0.01,0.04,-0.36,-0.22
video_1139,-0.28,0.01,-0.08,-0.02,-0.08,-0.31,0.01,-0.06,0.02,-0.16,-0.06,-0.15,-0.06,-0.2,0.18,0.0,-0.3,0.02,0.01,0.04,-0.21,-0.01
video_1140,-0.12,0.03,-0.04,-0.0,-0.09,-0.27,-0.03,-0.05,0.08,-0.11,-0.08,-0.08,-0.03,-0.12,0.18,-0.02,-0.44,0.03,-0.04,0.13,-0.39,-0.0
video_1141,-0.26,-0.14,-0.04,-0.01,-0.03,-0.22,0.0,-0.03,0.06,-0.12,-0.05,-0.11,-0.05,-0.03,0.01,-0.04,-0.13,-0.01,0.05,-0.0,0.54,-0.66
video_1142,-0.09,-0.05,-0.05,-0.02,-0.12,-0.32,0.01,-0.01,0.13,-0.08,-0.12,-0.06,-0.01,0.17,0.0,0.01,-0.11,-0.08,0.03,0.03,-0.48,-0.29
video_1143,-0.39,-0.02,-0.03,0.0,-0.09,-0.28,0.04,-0.04,0.1,-0.1,-0.08,-0.02,-0.04,-0.02,0.02,-0.04,-0.05,0.0,0.04,-0.0,0.56,-0.65
video_1144,-0.16,0.05,-0.09,-0.04,-0.06,-0.27,-0.03,-0.05,0.09,-0.17,-0.07,-0.04,-0.05,-0.16,0.19,0.0,-0.37,0.04,-0.04,0.07,-0.43,0.21
video_1145,-0.12,0.01,-0.14,-0.12,-0.05,-0.01,-0.02,-0.07,0.09,-0.23,-0.02,-0.04,-0.04,-0.21,-0.09,0.08,-0.02,0.19,-0.02,0.15,-0.05,-0.55
video_1146,-0.11,0.03,-0.05,-0.02,-0.06,-0.23,0.0,-0.03,0.05,-0.11,-0.06,-0.01,-0.04,-0.05,0.13,-0.01,-0.18,-0.0,-0.0,0.02,-0.28,-0.51
video_1147,-0.14,-0.03,-0.03,0.04,-0.15,-0.33,0.04,-0.03,0.12,-0.07,-0.11,-0.04,-0.07,0.18,0.17,-0.03,-0.09,-0.06,0.03,0.01,-0.47,-0.32
video_1148,-0.16,0.04,-0.03,-0.01,-0.02,-0.2,-0.07,-0.03,-0.03,-0.1,-0.04,-0.06,-0.11,-0.21,0.1,-0.02,-0.4,0.04,-0.02,0.13,-0.21,-0.15
video_1149,-0.1,0.07,-0.12,-0.07,-0.07,-0.39,-0.02,-0.06,0.08,-0.23,-0.09,-0.02,-0.09,-0.14,0.21,0.02,-0.37,0.08,-0.03,0.09,-0.07,-0.19
video_1150,-0.35,-0.13,-0.03,-0.02,-0.1,-0.18,0.03,-0.03,0.08,-0.09,-0.04,-0.18,-0.04,-0.01,-0.01,-0.0,-0.0,-0.01,0.05,0.02,-0.09,-0.62
video_1151,-0.29,-0.07,-0.03,-0.0,-0.04,-0.22,0.02,-0.02,0.1,-0.16,-0.02,-0.1,-0.04,0.04,-0.01,-0.04,0.0,-0.03,0.04,-0.0,0.57,-0.75
video_1152,-0.14,0.03,-0.09,-0.05,-0.08,-0.37,-0.0,-0.05,0.11,-0.18,-0.08,-0.03,-0.07,-0.13,0.2,-0.01,-0.3,0.04,-0.02,0.06,-0.22,-0.2
video_1153,-0.2,-0.01,-0.07,-0.05,-0.06,-0.3,-0.0,-0.04,0.05,-0.13,-0.07,-0.05,-0.03,0.11,-0.02,-0.0,-0.09,-0.05,0.02,0.03,-0.23,-0.42
video_1154,-0.15,0.06,-0.09,-0.05,-0.07,-0.4,0.01,-0.04,0.07,-0.17,-0.07,0.01,-0.03,-0.11,0.09,-0.01,-0.27,0.04,-0.01,0.05,0.02,-0.35
video_1155,-0.27,-0.01,-0.03,0.02,-0.11,-0.21,0.02,-0.06,0.02,-0.11,-0.08,-0.04,-0.06,0.11,0.21,-0.06,-0.14,-0.03,0.02,0.04,-0.41,-0.42
video_1156,-0.13,0.06,-0.05,-0.02,-0.06,-0.24,-0.01,-0.04,0.1,-0.13,-0.06,-0.04,-0.08,-0.01,0.13,-0.03,-0.24,-0.01,0.02,0.01,0.42,-0.72
video_1157,-0.13,0.01,-0.07,-0.03,-0.08,-0.37,0.0,-0.05,0.06,-0.18,-0.11,-0.02,-0.07,0.01,0.13,-0.02,-0.29,-0.01,-0.0,0.05,-0.12,-0.3
video_1158,-0.1,0.08,-0.11,-0.07,-0.07,-0.37,-0.03,-0.06,0.1,-0.23,-0.1,-0.01,-0.11,-0.07,0.18,0.0,-0.37,0.06,-0.01,0.08,0.1,-0.34
video_1159,-0.1,0.0,-0.05,0.02,-0.07,-0.29,0.01,-0.06,0.14,-0.16,-0.04,-0.19,-0.12,-0.1,0.13,-0.02,-0.28,-0.05,-0.01,0.02,-0.32,-0.14
video_1160,-0.43,0.0,-0.07,-0.0,-0.05,-0.31,0.07,-0.08,0.14,-0.13,-0.02,-0.24,-0.04,-0.21,0.05,0.02,-0.12,0.0,-0.03,0.05,-0.22,-0.18
video_1161,-0.16,0.06,-0.03,-0.03,-0.02,-0.18,-0.07,-0.02,-0.03,-0.12,-0.04,-0.01,-0.1,-0.24,0.12,-0.02,-0.43,0.06,-0.04,0.11,-0.21,-0.04
video_1162,-0.23,0.05,-0.09,-0.04,-0.07,-0.34,0.01,-0.06,0.14,-0.13,-0.06,-0.0,-0.05,-0.15,0.11,-0.0,-0.27,0.05,-0.02,0.04,0.42,-0.49
video_1163,-0.15,0.02,-0.08,-0.01,-0.08,-0.37,-0.01,-0.05,0.07,-0.18,-0.1,-0.03,-0.09,-0.1,0.23,-0.01,-0.39,0.0,0.01,0.05,-0.04,-0.26
video_1164,-0.56,-0.02,-0.07,-0.02,-0.11,-0.33,0.06,-0.06,0.15,-0.09,-0.05,-0.09,-0.03,0.02,-0.01,-0.01,0.04,-0.02,0.07,0.02,-0.29,-0.21
video_1165,-0.5,-0.0,-0.09,-0.04,-0.08,-0.34,0.04,-0.07,0.15,-0.14,-0.06,-0.08,-0.02,-0.06,0.09,0.02,-0.04,-0.01,0.01,0.02,-0.37,-0.11
video_1166,0.02,-0.02,-0.0,-0.01,-0.06,0.02,-0.06,0.05,0.12,0.03,-0.08,-0.03,-0.08,0.24,-0.17,-0.02,0.1,-0.13,0.15,0.04,-0.84,0.47
video_1167,-0.57,-0.04,-0.07,-0.03,-0.09,-0.18,0.06,-0.08,0.18,-0.06,-0.04,-0.15,-0.04,-0.04,-0.13,0.03,0.06,0.04,0.12,0.06,-0.67,0.18
video_1168,-0.09,0.03,-0.07,-0.01,-0.09,-0.32,-0.01,-0.05,0.09,-0.17,-0.11,-0.02,-0.1,-0.05,0.24,-0.03,-0.36,-0.0,0.0,0.04,-0.38,0.01
video_1169,-0.41,-0.08,-0.01,0.01,-0.1,-0.3,0.07,-0.02,0.06,-0.22,-0.01,-0.03,0.02,0.15,-0.09,-0.01,0.16,-0.04,0.11,-0.04,0.75,-0.53
video_1170,-0.66,-0.05,-0.06,-0.02,-0.08,-0.4,0.1,-0.1,0.22,-0.06,-0.05,-0.17,0.0,0.16,0.09,0.01,0.08,-0.05,0.01,0.01,-0.36,-0.2
video_1171,-0.14,-0.05,-0.03,-0.0,-0.04,-0.17,-0.01,-0.05,0.04,-0.13,-0.05,-0.09,-0.04,-0.11,0.12,-0.01,-0.27,0.01,-0.03,0.06,-0.53,-0.14
video_1172,-0.43,0.04,-0.14,-0.08,-0.13,-0.4,0.06,-0.09,0.18,-0.19,-0.1,-0.01,-0.06,-0.02,0.19,0.03,-0.14,0.01,0.03,0.06,-0.2,0.0
video_1173,-0.24,-0.04,-0.05,-0.03,-0.05,-0.22,-0.02,-0.05,0.04,-0.17,-0.08,-0.1,-0.05,-0.03,0.11,-0.02,-0.24,0.01,-0.02,0.06,-0.15,-0.43
video_1174,-0.2,0.1,-0.16,-0.11,-0.08,-0.45,-0.0,-0.08,0.13,-0.23,-0.09,-0.03,-0.02,-0.15,0.2,0.05,-0.29,0.06,-0.04,0.09,-0.09,-0.06
video_1175,-0.34,-0.01,-0.06,-0.04,-0.07,-0.06,0.02,-0.03,0.21,-0.03,-0.05,-0.05,-0.03,-0.01,-0.14,0.03,0.04,0.04,0.14,0.07,-0.78,0.79
video_1176,-0.38,0.02,-0.1,-0.06,-0.07,-0.38,0.05,-0.07,0.14,-0.14,-0.05,-0.08,-0.03,0.04,0.01,-0.01,-0.02,-0.02,0.03,0.02,0.37,-0.54
video_1177,-0.1,0.09,-0.12,-0.07,-0.07,-0.43,-0.02,-0.06,0.08,-0.24,-0.1,0.0,-0.08,-0.11,0.23,0.01,-0.39,0.05,-0.01,0.07,0.15,-0.28
video_1178,-0.27,-0.13,-0.02,-0.0,-0.08,-0.21,0.0,-0.02,-0.01,-0.07,-0.14,-0.03,-0.03,0.07,0.15,-0.02,-0.11,-0.04,0.0,0.01,-0.48,-0.28
video_1179,-0.23,-0.01,-0.04,-0.02,-0.05,-0.22,0.04,-0.02,0.14,-0.06,-0.02,-0.02,0.0,0.03,-0.12,-0.02,0.07,0.0,0.09,-0.0,0.94,-0.6
video_1180,-0.3,0.05,-0.11,-0.06,-0.07,-0.37,0.01,-0.07,0.14,-0.18,-0.06,-0.04,-0.04,-0.05,0.07,-0.02,-0.19,0.03,0.02,0.04,0.45,-0.49
video_1181,-0.27,-0.02,-0.06,0.0,-0.06,-0.17,0.08,-0.06,0.14,-0.05,-0.02,-0.18,-0.04,-0.21,0.05,0.01,0.0,-0.0,-0.04,0.03,-0.81,0.67
