,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,weightp,scenecut,rc_lookahead,mbtree,aq-mode
video_346,-0.19,0.08,-0.12,-0.08,-0.06,-0.39,-0.02,-0.08,0.1,-0.24,-0.11,-0.04,-0.03,-0.11,0.21,0.01,-0.43,0.08,-0.04,0.13,-0.08,-0.04
video_347,-0.18,0.09,-0.13,-0.1,-0.05,-0.39,-0.02,-0.07,0.04,-0.25,-0.1,-0.0,-0.03,-0.12,0.18,0.02,-0.36,0.07,-0.03,0.09,-0.02,-0.13
video_348,-0.13,0.05,-0.1,-0.06,-0.08,-0.31,-0.02,-0.05,0.12,-0.16,-0.1,-0.02,-0.07,-0.14,0.19,0.01,-0.3,0.06,-0.03,0.07,-0.54,0.31
video_349,-0.29,0.01,-0.03,-0.03,-0.03,-0.06,0.02,-0.05,0.05,-0.03,-0.1,-0.1,-0.0,-0.13,0.07,-0.03,-0.13,-0.0,-0.05,0.03,-0.8,0.53
video_350,-0.03,-0.05,-0.02,-0.02,-0.1,0.02,0.01,-0.01,0.17,-0.0,-0.05,-0.12,-0.08,0.04,-0.19,-0.05,0.17,-0.05,0.11,-0.01,-0.79,0.65
video_351,-0.13,-0.02,-0.03,-0.03,-0.04,-0.11,-0.04,-0.01,-0.0,-0.09,-0.06,0.02,-0.09,-0.17,0.2,-0.04,-0.39,0.0,-0.07,-0.0,-0.41,0.19
video_352,-0.1,-0.02,-0.03,-0.02,-0.1,-0.13,-0.03,0.02,0.11,-0.01,-0.07,-0.01,-0.07,0.13,-0.01,-0.02,-0.02,-0.08,0.14,0.03,-0.88,0.4
video_353,-0.18,0.1,-0.12,-0.06,-0.07,-0.34,-0.05,-0.07,0.08,-0.26,-0.09,-0.03,-0.1,-0.1,0.18,0.01,-0.48,0.1,-0.02,0.1,0.23,-0.2
video_354,-0.24,-0.01,-0.04,-0.02,-0.06,-0.13,0.02,-0.02,0.13,-0.08,-0.01,-0.08,-0.06,0.03,-0.15,-0.03,0.02,0.02,0.1,0.01,0.8,-0.73
video_355,-0.21,0.05,-0.1,-0.07,-0.05,-0.31,-0.02,-0.07,0.07,-0.17,-0.08,-0.06,-0.01,-0.19,0.18,0.02,-0.36,0.07,-0.06,0.11,-0.32,0.03
video_356,-0.27,0.04,-0.09,-0.09,-0.04,-0.14,-0.03,-0.07,0.0,-0.11,-0.16,-0.08,0.0,-0.14,0.06,0.0,-0.3,0.06,-0.04,0.14,-0.45,0.01
video_357,-0.29,0.07,-0.13,-0.06,-0.09,-0.49,0.04,-0.08,0.14,-0.21,-0.09,-0.05,-0.03,-0.1,0.17,0.01,-0.23,0.05,-0.02,0.07,-0.0,-0.18
video_358,-0.29,0.0,-0.06,0.0,-0.09,-0.15,0.02,-0.04,0.18,0.02,-0.02,-0.09,-0.03,-0.11,-0.03,0.01,0.02,0.0,0.09,0.04,-0.78,0.79
video_359,-0.31,0.03,-0.09,-0.05,-0.11,-0.32,0.03,-0.07,0.15,-0.14,-0.09,-0.18,-0.07,-0.14,0.08,-0.01,-0.2,-0.0,-0.0,0.05,-0.36,0.13
video_360,-0.18,0.03,-0.04,-0.02,-0.04,-0.1,-0.01,-0.04,0.01,-0.13,-0.05,-0.03,-0.08,-0.2,0.19,-0.03,-0.33,-0.0,-0.07,0.01,-0.45,0.3
video_361,-0.3,0.05,-0.07,-0.03,-0.1,-0.25,0.01,-0.06,0.11,-0.15,-0.11,0.03,-0.02,-0.19,0.23,0.02,-0.34,0.04,-0.03,0.05,-0.4,0.21
video_362,-0.37,0.05,-0.1,-0.04,-0.11,-0.36,0.04,-0.08,0.2,-0.16,-0.09,-0.15,-0.05,-0.17,0.17,0.01,-0.29,0.01,-0.0,0.06,-0.21,0.14
video_363,-0.14,0.03,-0.06,-0.06,-0.05,-0.22,-0.05,-0.02,0.04,-0.13,-0.09,0.03,-0.08,-0.21,0.15,-0.03,-0.46,0.07,-0.02,0.02,-0.11,0.19
video_364,-0.16,0.07,-0.1,-0.06,-0.05,-0.28,-0.04,-0.06,0.03,-0.17,-0.05,0.01,-0.05,-0.27,0.21,0.01,-0.45,0.07,-0.05,0.07,0.0,-0.05
video_365,-0.27,-0.03,-0.03,-0.02,-0.05,-0.19,-0.03,-0.04,0.02,-0.34,-0.08,-0.03,-0.03,-0.02,0.08,-0.02,-0.25,0.01,-0.03,0.04,-0.14,-0.23
video_366,-0.19,0.01,-0.06,-0.03,-0.06,-0.11,0.0,-0.07,0.04,-0.06,-0.09,-0.03,-0.02,-0.11,0.05,0.02,-0.11,0.06,-0.03,0.06,-0.78,0.08
video_367,-0.14,0.02,-0.05,0.03,-0.09,-0.34,0.0,-0.05,0.08,-0.18,-0.11,-0.03,-0.17,-0.07,0.21,-0.03,-0.39,0.01,0.02,0.04,0.08,-0.37
video_368,-0.12,0.01,-0.03,-0.01,-0.05,-0.18,-0.01,-0.04,0.04,-0.1,-0.06,-0.08,-0.04,-0.09,0.1,-0.0,-0.25,0.0,-0.07,0.07,-0.54,-0.14
video_369,-0.24,-0.02,-0.07,-0.05,-0.06,-0.12,-0.02,-0.05,0.06,-0.12,-0.04,-0.04,-0.04,-0.07,0.05,0.02,-0.13,0.04,-0.01,0.06,-0.4,-0.37
video_370,-0.11,0.06,-0.08,-0.03,-0.08,-0.3,-0.03,-0.07,0.13,-0.19,-0.1,-0.03,-0.16,-0.01,0.14,-0.02,-0.4,0.01,0.0,0.06,0.32,-0.46
video_371,-0.1,-0.13,-0.02,-0.03,-0.21,-0.15,-0.0,-0.02,-0.06,-0.07,-0.05,-0.01,-0.12,-0.13,0.12,0.02,-0.26,0.03,0.02,0.05,-0.1,-0.39
video_372,-0.24,0.05,-0.08,-0.01,-0.1,-0.44,-0.0,-0.1,0.18,-0.17,-0.11,-0.07,-0.13,-0.11,0.25,-0.02,-0.48,0.06,-0.03,0.1,-0.01,0.1
video_373,-0.18,-0.02,-0.11,-0.08,-0.05,0.03,-0.04,-0.09,0.13,-0.09,-0.04,-0.1,0.01,-0.08,-0.08,0.06,-0.03,0.16,-0.01,0.17,-0.71,-0.3
video_374,-0.24,-0.03,-0.03,-0.0,-0.04,-0.07,-0.03,-0.05,-0.01,-0.42,-0.02,-0.06,-0.02,0.03,0.04,-0.03,-0.08,0.07,-0.01,0.08,-0.27,-0.42
video_375,-0.11,0.09,-0.12,-0.07,-0.07,-0.41,-0.02,-0.07,0.08,-0.25,-0.11,-0.0,-0.1,-0.06,0.22,0.01,-0.4,0.07,-0.02,0.08,0.15,-0.31
video_376,-0.21,0.04,-0.06,-0.02,-0.09,-0.31,-0.02,-0.06,0.09,-0.17,-0.07,-0.03,-0.08,-0.19,0.17,-0.03,-0.39,0.04,-0.04,0.07,-0.04,-0.08
video_377,-0.46,-0.06,-0.03,-0.03,-0.11,-0.14,-0.01,-0.06,0.01,-0.08,-0.11,-0.1,0.01,0.07,0.08,-0.01,-0.07,-0.05,-0.02,0.01,-0.48,-0.2
video_378,-0.21,-0.02,0.0,-0.02,-0.1,-0.09,-0.01,-0.03,-0.04,-0.02,-0.18,-0.07,-0.03,0.09,0.1,-0.02,-0.15,-0.04,-0.0,0.03,-0.73,-0.1
video_379,-0.14,0.07,-0.1,-0.07,-0.06,-0.39,-0.02,-0.05,0.06,-0.19,-0.1,-0.04,-0.03,-0.08,0.2,-0.01,-0.34,0.01,-0.05,0.09,-0.28,-0.02
video_380,-0.72,-0.01,-0.09,-0.02,-0.1,-0.36,0.04,-0.08,0.29,-0.12,-0.07,-0.04,-0.05,-0.08,0.08,-0.0,-0.14,0.02,0.05,0.04,-0.08,0.18
video_381,-0.26,0.02,-0.01,0.01,-0.06,-0.12,-0.02,-0.03,0.03,-0.06,-0.04,-0.07,-0.04,0.0,0.07,-0.02,-0.14,-0.07,-0.02,0.04,-0.8,0.16
video_382,-0.18,-0.01,0.06,-0.07,-0.07,-0.01,-0.02,-0.06,-0.08,-0.01,-0.41,-0.15,-0.07,0.14,0.03,-0.01,-0.18,-0.12,-0.09,-0.02,-0.02,-0.05
video_383,-0.11,0.04,-0.08,-0.04,-0.07,-0.3,-0.01,-0.06,0.03,-0.15,-0.07,-0.05,-0.03,-0.13,0.16,0.0,-0.3,0.08,-0.02,0.1,-0.33,-0.28
video_384,-0.08,0.06,-0.1,-0.05,-0.07,-0.36,-0.02,-0.05,0.06,-0.2,-0.07,-0.03,-0.06,-0.1,0.21,-0.0,-0.31,0.06,-0.02,0.07,-0.32,-0.12
video_385,-0.14,0.05,-0.08,-0.06,-0.07,-0.36,-0.02,-0.05,0.02,-0.19,-0.08,-0.01,-0.03,-0.05,0.22,-0.02,-0.29,0.04,-0.03,0.08,-0.37,-0.12
video_386,-0.31,-0.07,-0.04,-0.02,-0.12,-0.26,0.03,-0.07,0.03,-0.1,-0.08,-0.12,-0.01,0.01,0.04,0.01,-0.04,-0.01,0.01,0.05,0.32,-0.74
video_387,-0.11,0.08,-0.11,-0.09,-0.06,-0.42,-0.03,-0.05,0.07,-0.23,-0.08,-0.01,-0.05,-0.02,0.17,-0.01,-0.28,0.07,0.0,0.08,0.24,-0.48
video_388,-0.54,-0.03,-0.12,-0.05,-0.11,-0.18,0.06,-0.11,0.25,-0.13,-0.01,-0.21,-0.02,-0.22,-0.03,0.03,-0.02,0.07,0.01,0.12,-0.26,-0.09
video_389,-0.13,0.01,-0.04,-0.03,-0.06,-0.21,-0.02,-0.03,0.01,-0.13,-0.08,0.01,-0.03,-0.08,0.18,0.02,-0.26,0.04,-0.02,0.03,-0.38,-0.36
video_390,-0.36,-0.02,-0.07,-0.06,0.03,0.29,0.04,-0.1,0.06,-0.08,0.06,-0.4,-0.0,-0.16,-0.21,0.07,0.09,0.16,-0.03,0.12,-0.85,0.22
video_391,-0.18,0.0,-0.06,-0.03,-0.08,-0.26,-0.01,-0.06,0.04,-0.14,-0.05,-0.06,-0.03,-0.04,0.17,-0.01,-0.23,0.05,-0.01,0.1,-0.56,-0.16
video_392,-0.17,0.04,-0.04,-0.02,-0.07,-0.22,-0.02,-0.03,0.02,-0.08,-0.07,-0.01,-0.09,-0.03,0.16,-0.0,-0.21,0.03,-0.0,0.06,-0.57,-0.22
video_393,-0.13,0.02,0.01,0.0,-0.07,-0.07,0.02,-0.01,-0.02,-0.03,-0.11,0.01,-0.09,0.03,0.18,-0.01,-0.19,0.02,0.02,0.06,-0.65,-0.37
video_394,-0.3,-0.05,-0.04,-0.0,0.02,0.08,0.07,-0.07,0.1,0.03,0.05,-0.23,0.01,-0.06,-0.19,0.03,0.18,0.0,0.04,0.03,-0.96,0.67
video_395,-0.17,-0.01,0.05,-0.05,-0.07,-0.04,0.01,-0.06,-0.11,-0.04,-0.34,-0.08,-0.05,0.07,0.18,-0.01,-0.21,-0.07,-0.11,-0.04,-0.19,-0.32
video_396,-0.13,0.08,-0.13,-0.09,-0.07,-0.37,-0.02,-0.07,0.1,-0.24,-0.09,-0.04,-0.06,-0.14,0.18,0.01,-0.33,0.07,-0.03,0.1,-0.2,-0.07
video_397,-0.22,0.03,-0.02,-0.01,-0.06,-0.13,-0.04,-0.04,0.01,-0.1,-0.04,-0.05,-0.06,-0.07,0.17,-0.05,-0.3,-0.08,-0.05,0.07,-0.56,0.09
video_398,-0.12,0.07,-0.11,-0.06,-0.07,-0.44,-0.01,-0.05,0.08,-0.22,-0.09,-0.0,-0.07,-0.08,0.16,-0.0,-0.33,0.04,-0.01,0.06,0.06,-0.29
video_399,-0.17,0.02,-0.07,-0.04,-0.06,-0.27,0.0,-0.04,0.07,-0.18,-0.06,-0.04,-0.07,0.09,-0.02,-0.03,-0.08,0.0,0.0,0.03,0.16,-0.65
video_400,-0.05,0.02,-0.05,-0.02,-0.06,-0.25,-0.01,-0.03,0.04,-0.12,-0.04,-0.04,-0.04,-0.07,0.13,-0.02,-0.22,0.02,-0.01,0.04,-0.5,-0.24
video_401,-0.13,0.0,-0.04,-0.04,-0.06,-0.14,-0.02,-0.03,-0.03,-0.1,-0.08,-0.02,-0.03,-0.01,0.14,0.01,-0.15,0.04,-0.01,0.05,-0.43,-0.51
video_402,-0.48,-0.05,-0.09,-0.05,-0.04,-0.11,0.06,-0.1,0.17,-0.09,0.0,-0.21,0.01,-0.03,-0.11,0.06,0.14,0.05,0.01,0.08,-0.83,0.1
video_403,-0.16,0.03,-0.03,-0.03,-0.08,-0.19,-0.02,-0.02,-0.03,-0.1,-0.13,-0.0,-0.06,-0.01,0.2,0.0,-0.23,0.03,0.01,0.05,-0.51,-0.31
video_404,-0.36,-0.02,-0.12,-0.09,-0.03,-0.06,-0.01,-0.1,0.11,-0.18,-0.0,-0.14,-0.03,-0.07,-0.12,0.03,0.04,0.09,-0.0,0.13,-0.48,-0.24
video_405,-0.24,0.01,-0.1,-0.05,-0.07,-0.29,-0.0,-0.07,0.17,-0.11,-0.07,-0.03,-0.08,-0.1,0.09,-0.01,-0.26,0.01,0.0,0.05,0.23,-0.48
video_406,-0.19,-0.03,-0.08,0.02,-0.1,-0.45,0.05,-0.09,0.27,-0.11,-0.06,-0.24,-0.14,-0.11,0.14,-0.04,-0.23,-0.05,0.01,-0.01,-0.21,0.11
video_407,-0.07,0.01,-0.06,-0.0,-0.05,-0.15,-0.01,-0.05,0.07,-0.16,-0.04,-0.02,-0.07,-0.0,0.04,-0.04,-0.12,0.04,0.0,0.02,0.15,-0.77
video_408,-0.35,0.02,-0.09,-0.0,-0.17,-0.38,0.05,-0.05,0.37,-0.04,-0.09,-0.26,-0.13,-0.13,0.26,-0.01,-0.21,-0.05,0.05,0.04,-0.33,0.38
video_409,-0.07,-0.08,-0.07,-0.03,-0.1,-0.03,0.01,-0.0,0.21,0.06,-0.09,-0.03,-0.08,0.16,-0.25,0.02,0.1,0.0,0.22,0.07,-0.87,0.44
video_410,-0.32,-0.01,-0.05,-0.02,-0.13,-0.35,-0.0,-0.04,0.1,-0.1,-0.08,-0.06,-0.06,-0.01,0.16,-0.05,-0.21,-0.04,0.04,0.0,0.14,-0.42
video_411,-0.11,0.05,-0.05,-0.02,-0.03,-0.23,-0.02,-0.05,0.03,-0.12,-0.03,-0.07,-0.06,-0.21,0.11,-0.02,-0.35,0.06,-0.05,0.1,-0.36,-0.1
video_412,-0.1,-0.02,-0.0,-0.01,-0.06,-0.09,-0.02,-0.03,0.04,-0.05,-0.07,-0.06,-0.03,0.03,0.14,0.0,-0.17,0.02,0.0,0.05,-0.73,-0.32
video_413,-0.1,-0.01,-0.03,-0.01,-0.03,-0.17,-0.05,-0.01,-0.06,-0.1,-0.04,0.01,-0.06,-0.14,0.15,0.01,-0.28,0.04,-0.0,0.09,-0.45,-0.26
video_414,-0.15,0.02,0.02,-0.08,-0.11,-0.09,-0.03,-0.06,-0.04,-0.05,-0.39,-0.11,-0.06,0.08,0.13,0.01,-0.26,-0.05,-0.07,-0.0,-0.15,-0.2
video_415,-0.08,0.05,-0.11,-0.07,-0.06,-0.36,-0.02,-0.05,0.09,-0.21,-0.09,-0.01,-0.09,-0.08,0.16,-0.0,-0.33,0.03,-0.01,0.04,0.13,-0.4
video_416,-0.1,0.0,-0.07,-0.04,-0.08,-0.25,-0.02,-0.03,0.03,-0.15,-0.09,-0.01,-0.04,-0.12,0.18,0.01,-0.29,0.04,0.0,0.07,-0.25,-0.38
video_417,-0.1,0.04,-0.08,-0.03,-0.06,-0.33,-0.0,-0.05,0.1,-0.18,-0.08,-0.05,-0.11,-0.1,0.15,-0.0,-0.31,0.01,0.0,0.05,0.02,-0.43
video_418,-0.14,-0.09,-0.03,-0.01,-0.06,-0.21,-0.01,-0.05,-0.01,-0.09,-0.04,-0.03,-0.08,-0.02,-0.12,-0.03,-0.11,-0.03,0.03,-0.0,0.29,-0.63
video_419,-0.18,0.01,-0.03,-0.02,-0.04,-0.2,-0.04,-0.03,-0.06,-0.17,-0.05,-0.01,-0.04,-0.12,0.16,0.02,-0.23,0.05,-0.01,0.06,-0.39,-0.3
video_420,-0.19,-0.0,-0.07,-0.02,-0.07,-0.28,0.01,-0.06,0.13,-0.14,-0.06,-0.08,-0.09,-0.1,0.15,-0.01,-0.26,-0.0,-0.02,0.02,-0.02,-0.45
video_421,-0.11,0.04,-0.03,-0.02,-0.05,-0.17,-0.05,-0.0,-0.06,-0.12,-0.07,0.02,-0.1,-0.12,0.2,0.01,-0.31,0.06,0.03,0.08,-0.46,-0.24
video_422,-0.1,0.05,-0.09,-0.06,-0.07,-0.27,-0.02,-0.04,0.07,-0.17,-0.08,-0.01,-0.06,-0.07,0.14,-0.0,-0.29,0.06,-0.03,0.07,-0.16,-0.4
video_423,-0.09,0.08,-0.09,-0.06,-0.06,-0.29,-0.01,-0.05,0.12,-0.14,-0.07,-0.01,-0.07,-0.04,0.11,-0.01,-0.28,0.01,-0.0,0.03,0.33,-0.61
video_424,-0.38,0.01,-0.05,-0.01,-0.06,-0.22,0.02,-0.05,0.17,-0.11,-0.03,-0.05,-0.02,-0.15,0.05,-0.01,-0.13,0.02,-0.03,0.03,-0.65,0.46
video_425,-0.16,0.01,-0.04,-0.03,-0.07,-0.21,-0.01,-0.04,-0.01,-0.11,-0.09,-0.03,-0.05,-0.07,0.18,0.01,-0.21,0.02,-0.01,0.05,-0.41,-0.36
video_426,-0.12,0.06,-0.09,-0.02,-0.08,-0.32,-0.01,-0.06,0.11,-0.16,-0.08,-0.02,-0.08,-0.13,0.17,-0.01,-0.38,0.03,-0.02,0.05,-0.09,-0.26
video_427,-0.2,0.03,-0.07,-0.02,-0.06,-0.28,0.02,-0.04,0.1,-0.17,-0.05,-0.19,-0.09,-0.07,0.09,-0.01,-0.18,-0.03,0.02,0.01,0.26,-0.6
video_428,-0.12,0.05,-0.12,-0.08,-0.05,-0.27,-0.02,-0.07,0.11,-0.18,-0.05,-0.01,-0.06,-0.11,0.01,0.01,-0.25,0.09,-0.01,0.08,0.1,-0.46
video_429,-0.28,0.02,-0.07,-0.02,-0.08,-0.27,0.02,-0.07,0.13,-0.14,-0.04,-0.1,-0.07,-0.15,0.12,-0.01,-0.22,-0.01,-0.02,0.03,-0.12,-0.33
video_430,-0.21,-0.0,0.02,-0.05,-0.08,-0.07,-0.01,-0.06,-0.07,-0.04,-0.3,-0.08,-0.06,0.06,0.13,0.01,-0.24,-0.05,-0.11,0.02,-0.34,-0.2
video_431,-0.21,-0.01,0.05,-0.05,-0.09,-0.02,0.0,-0.05,-0.09,-0.01,-0.37,-0.11,-0.07,0.12,0.11,-0.0,-0.21,-0.09,-0.07,0.01,-0.18,-0.25
video_432,-0.09,0.09,-0.14,-0.1,-0.05,-0.42,-0.04,-0.06,0.09,-0.25,-0.09,-0.01,-0.07,-0.08,0.17,0.01,-0.39,0.08,-0.01,0.11,0.31,-0.33
video_433,-0.16,0.06,-0.12,-0.07,-0.07,-0.47,-0.0,-0.06,0.08,-0.2,-0.09,0.01,-0.03,-0.08,0.14,0.01,-0.29,0.03,-0.0,0.05,0.1,-0.3
video_434,-0.19,-0.03,-0.04,0.01,-0.07,-0.16,-0.01,-0.06,0.13,-0.19,-0.05,-0.19,-0.12,-0.01,0.06,-0.03,-0.23,-0.02,0.01,0.05,0.29,-0.62
video_435,-0.54,-0.02,-0.09,-0.02,-0.07,-0.37,0.04,-0.08,0.18,-0.16,-0.04,-0.07,-0.02,-0.12,0.03,0.0,-0.14,0.01,0.01,0.04,0.21,-0.24
video_436,-0.21,0.04,-0.05,-0.03,-0.02,-0.15,-0.01,-0.04,0.08,-0.11,-0.07,-0.03,-0.04,-0.3,0.15,-0.02,-0.32,0.06,-0.07,0.03,-0.51,0.43
video_437,-0.25,-0.09,-0.03,0.02,-0.08,-0.01,0.06,-0.0,0.17,-0.04,-0.05,-0.32,-0.07,0.02,-0.04,0.04,-0.04,-0.01,0.23,0.02,-0.95,0.32
video_438,-0.2,-0.0,-0.02,0.01,-0.06,-0.16,-0.02,-0.04,-0.06,-0.09,-0.06,-0.02,-0.09,-0.11,0.15,-0.01,-0.29,0.03,-0.05,0.08,-0.13,-0.46
video_439,-0.16,0.03,0.01,-0.0,-0.07,-0.12,-0.03,-0.02,-0.07,-0.08,-0.14,-0.02,-0.16,-0.01,0.17,-0.02,-0.32,0.03,0.02,0.11,-0.46,-0.27
video_440,-0.18,0.02,-0.03,0.02,-0.06,-0.17,-0.01,-0.05,0.07,-0.17,-0.08,-0.08,-0.18,-0.07,0.11,-0.06,-0.37,-0.06,0.01,0.04,-0.22,-0.12
video_441,-0.18,0.03,-0.08,-0.07,-0.2,-0.35,0.0,-0.03,0.12,-0.14,-0.04,0.03,-0.02,-0.04,0.1,-0.0,-0.22,0.03,-0.03,0.03,0.35,-0.52
video_442,-0.21,0.02,-0.1,-0.06,-0.03,-0.11,-0.03,-0.06,0.09,-0.2,-0.02,-0.11,-0.07,-0.06,-0.16,-0.01,-0.07,0.1,0.02,0.09,0.17,-0.61
video_443,-0.14,0.06,-0.09,-0.04,-0.07,-0.34,-0.01,-0.06,0.09,-0.17,-0.08,-0.01,-0.07,-0.09,0.17,-0.01,-0.35,0.01,-0.02,0.05,0.11,-0.41
video_444,-0.12,-0.0,-0.04,-0.02,-0.09,-0.14,-0.03,-0.03,0.03,-0.15,-0.04,-0.03,-0.08,-0.03,0.02,-0.04,-0.17,0.01,0.0,0.03,0.12,-0.67
video_445,-0.14,0.06,-0.12,-0.1,-0.04,-0.42,-0.03,-0.05,0.07,-0.24,-0.09,-0.01,-0.07,-0.01,0.2,-0.01,-0.28,0.08,-0.0,0.08,0.49,-0.48
video_446,-0.21,-0.03,0.05,-0.04,-0.1,-0.03,0.01,-0.07,-0.08,0.01,-0.38,-0.16,-0.07,0.13,0.09,-0.02,-0.2,-0.11,-0.07,0.01,-0.2,-0.2
video_447,-0.12,0.09,-0.16,-0.1,-0.07,-0.39,-0.05,-0.08,0.11,-0.26,-0.08,-0.02,-0.05,-0.18,0.18,0.05,-0.45,0.14,-0.02,0.14,0.12,-0.13
video_448,-0.13,-0.07,-0.08,-0.08,-0.1,-0.25,-0.04,-0.01,0.03,-0.28,-0.17,0.04,-0.37,0.09,0.28,0.02,-0.12,0.12,0.1,-0.01,-0.23,-0.37
video_449,-0.17,0.05,-0.11,-0.07,-0.09,-0.33,0.01,-0.05,0.05,-0.18,-0.1,0.0,-0.07,0.02,0.13,0.01,-0.17,0.02,0.01,0.04,0.11,-0.56
video_450,-0.23,0.01,-0.07,-0.04,-0.05,-0.25,-0.0,-0.06,0.09,-0.1,-0.06,-0.06,-0.05,-0.09,0.02,0.0,-0.22,0.05,-0.03,0.08,-0.25,-0.34
video_451,-0.22,0.02,-0.06,-0.03,-0.1,-0.3,-0.02,-0.05,0.05,-0.15,-0.09,-0.04,-0.08,-0.06,0.19,-0.02,-0.35,0.02,0.0,0.08,-0.12,-0.3
video_452,-0.27,0.01,-0.05,-0.04,-0.04,-0.17,-0.0,-0.04,0.05,-0.4,-0.06,-0.03,0.0,-0.03,0.04,0.03,-0.04,0.05,-0.03,0.04,-0.31,-0.31
video_453,-0.42,-0.05,0.0,-0.01,-0.06,-0.22,0.02,-0.01,-0.09,-0.0,-0.12,-0.03,-0.05,0.1,0.2,-0.03,0.02,-0.05,0.01,-0.07,0.15,-0.72
video_454,-0.05,-0.03,-0.05,-0.0,-0.06,-0.15,-0.01,-0.03,0.16,-0.07,-0.03,-0.24,-0.07,0.02,-0.06,-0.05,0.01,-0.08,0.02,0.0,-0.85,0.52
video_455,-0.18,-0.01,-0.03,-0.04,-0.04,-0.25,-0.0,-0.04,0.02,-0.15,-0.1,0.01,-0.04,0.01,0.2,0.01,-0.28,-0.02,-0.02,0.0,-0.28,-0.38
video_456,-0.13,-0.02,-0.05,-0.04,-0.06,-0.11,-0.04,-0.05,0.02,-0.07,-0.06,-0.05,-0.0,-0.11,0.1,0.03,-0.24,0.08,-0.02,0.12,-0.6,-0.27
video_457,-0.13,0.02,-0.05,0.01,-0.09,-0.29,0.01,-0.06,0.14,-0.11,-0.06,-0.17,-0.07,-0.12,0.13,-0.03,-0.29,-0.01,-0.03,0.07,-0.55,0.19
video_458,-0.18,0.03,-0.07,-0.01,-0.1,-0.27,-0.01,-0.06,0.12,-0.13,-0.09,-0.07,-0.09,-0.11,0.19,-0.03,-0.34,0.0,-0.0,0.07,-0.42,0.02
video_459,-0.27,0.01,-0.06,0.0,-0.07,-0.31,0.02,-0.05,0.12,-0.13,-0.06,-0.08,-0.1,-0.12,0.11,0.01,-0.21,-0.01,0.02,0.04,-0.25,-0.28
video_460,-0.38,0.03,-0.08,-0.06,-0.07,-0.32,-0.01,0.03,-0.13,-0.17,-0.11,0.07,-0.11,-0.24,0.24,0.05,-0.2,0.1,0.12,0.01,-0.27,0.58
video_461,-0.3,-0.05,-0.05,-0.04,-0.11,-0.1,-0.05,-0.06,0.07,-0.17,-0.03,-0.03,-0.04,-0.1,-0.01,0.01,-0.16,0.07,-0.01,0.09,-0.56,0.06
video_462,-0.11,-0.02,-0.04,0.02,-0.09,-0.14,0.04,-0.05,0.2,-0.08,-0.07,-0.32,-0.09,-0.06,0.12,-0.03,-0.17,-0.08,-0.0,0.02,-0.72,0.37
video_463,-0.07,0.02,-0.03,0.03,-0.12,-0.24,-0.01,-0.07,0.13,-0.16,-0.12,-0.16,-0.17,-0.02,0.15,-0.07,-0.39,-0.02,0.01,0.07,-0.09,-0.22
video_464,-0.16,0.02,-0.03,-0.01,-0.09,-0.19,0.01,-0.03,0.01,-0.14,-0.14,-0.0,-0.12,-0.13,0.21,0.03,-0.33,0.01,0.02,0.01,-0.22,-0.35
video_465,-0.21,-0.01,-0.04,-0.02,-0.12,-0.17,0.02,-0.02,0.18,-0.06,-0.06,-0.12,-0.07,-0.03,-0.0,-0.0,-0.02,-0.02,0.12,0.02,-0.75,0.7
video_466,-0.11,0.01,-0.04,-0.01,-0.09,-0.24,-0.02,-0.03,0.08,0.02,-0.03,-0.05,-0.1,-0.12,0.18,-0.04,-0.15,0.0,0.02,0.04,-0.72,0.63
video_467,-0.16,0.01,-0.09,-0.04,-0.07,-0.15,0.01,-0.07,0.08,-0.09,-0.05,-0.08,-0.04,-0.18,0.02,0.03,-0.17,0.07,-0.02,0.09,-0.57,-0.11
video_468,-0.16,-0.02,-0.06,-0.01,-0.08,-0.31,0.07,-0.05,-0.04,-0.1,-0.09,-0.07,-0.01,0.06,0.2,0.05,-0.01,-0.01,-0.04,-0.03,-0.29,-0.58
video_469,-0.42,-0.04,-0.05,-0.05,-0.04,-0.26,-0.01,0.03,0.0,-0.16,-0.13,0.12,-0.13,-0.16,0.16,0.04,-0.14,0.06,0.19,0.01,-0.35,0.59
video_470,-0.42,-0.04,-0.06,-0.08,-0.07,-0.17,-0.03,0.03,-0.04,-0.14,-0.11,0.13,-0.1,-0.17,0.04,0.04,-0.1,0.16,0.21,0.01,-0.37,0.7
video_471,-0.31,-0.0,-0.07,-0.01,-0.09,-0.3,-0.0,-0.0,0.08,-0.14,-0.11,-0.01,-0.1,-0.14,0.31,0.03,-0.23,-0.03,0.01,0.03,-0.57,0.48
video_472,-0.26,0.03,-0.09,-0.05,-0.07,-0.25,-0.01,-0.06,0.08,-0.16,-0.04,-0.07,-0.01,-0.15,0.06,0.01,-0.24,0.01,-0.04,0.07,-0.43,0.06
video_473,-0.04,0.01,-0.06,-0.01,-0.11,-0.32,-0.02,-0.04,0.08,-0.13,-0.05,-0.05,-0.04,-0.03,0.16,-0.02,-0.24,-0.03,-0.01,0.01,-0.52,0.2
video_474,-0.27,0.01,-0.09,-0.03,-0.09,-0.41,-0.01,-0.05,0.16,-0.15,-0.08,0.01,-0.05,-0.14,0.25,-0.0,-0.3,0.03,0.01,0.04,-0.13,-0.14
